paper_id,evidence_type,raw_evidence,use_in_embedding_map,use_as_graph_node
P0120,material formulation,CNT with glycerol/glycerin aqueous NaCl nanofluid and nanoporous carbon NaCl/glycerol mixtures,True,False
P0120,mechanism statement,temperature-dependent ion/molecule distribution and electric potential in confined nanofluid produce enhanced thermoelectric conversion,True,False
P0121,material formulation,Cu/CuSO4 aqueous thermogalvanic cell with H2SO4 background electrolyte,True,False
P0121,mechanism statement,natural convection governed by orientation and electrode spacing enhances Cu/Cu2+ mass transfer and power generation,True,False
P0122,material formulation,aqueous and nonaqueous thermogalvanic redox cells including Cu/CuSO4,True,False
P0122,mechanism statement,reviewed thermogalvanic systems convert temperature gradients through redox entropy; Cu/CuSO4 follows characteristic Seebeck models,True,False
P0123,material formulation,Alloy 31 stainless steel electrodes in deaerated LiBr heavy brines,True,False
P0123,mechanism statement,"temperature gradient makes cold Alloy 31 anodic to hot electrode, but passive film evolution limits severe thermogalvanic corrosion",True,False
P0124,material formulation,"copper/copper, AISI 316L/AISI 316L, and stainless-steel/copper pairs in LiBr brines",True,False
P0124,mechanism statement,"temperature-dependent electrode potentials create hot or cold cathodes and combined thermogalvanic/galvanic corrosion, especially for copper",True,False
P0125,material formulation,symmetric Li-ion thermogalvanic cells with LixTiS2 or amorphous LixV2O5 electrodes and alkyl carbonate electrolytes,True,False
P0125,mechanism statement,temperature-gradient charging and subsequent discharge arise from lithium-electrode thermogalvanic dE/dT near 1 mV/K,True,False
P0126,material formulation,copper electrodes in LiBr heavy brine solutions,True,False
P0126,mechanism statement,temperature gradients form hot-anode Cu thermogalvanic cells; bromide-mediated copper electrodissolution causes sustained corrosion currents,True,False
P0127,material formulation,ferricyanide/ferrocyanide thermogalvanic cell with platinum electrodes and cold-above-hot configuration,True,False
P0127,mechanism statement,larger electrode separation reduces current but improves efficiency plateau; ohmic overpotential dominates while convection prevents mass-transport limits,True,False
P0128,material formulation,ferricyanide/ferrocyanide thermogalvanic cell in KCl with platinum electrodes,True,False
P0128,mechanism statement,"cell orientation controls convection, mass transport, and ohmic limitations, changing power conversion efficiency during continuous operation",True,False
P0129,material formulation,"steady-state thermogalvanic cells with diffusion, migration, and convection transport",True,False
P0129,mechanism statement,"mathematical transport/electrode-kinetics model predicts concentration profiles, current-voltage curves, and routes for improving thermogalvanic cells",True,False
P0130,material formulation,"nonconventional electrochemical couples: macrocyclic metal complexes, molten-salt metal ions, lithium intercalates, semiconductor/molten-salt systems",True,False
P0130,mechanism statement,"thermoelectric ability depends on Seebeck coefficient, Z-factor, efficiency, and redox/electrode properties of alternative electrochemical systems",True,False
P0131,material formulation,"Alloy 31 stainless steel in 400, 700, and 992 g/L LiBr solutions",True,False
P0131,mechanism statement,"higher temperature accelerates anodic/cathodic processes and shifts passive/pitting behavior, generally making the cold electrode the thermogalvanic anode",True,False
P0132,material formulation,ZrH0.8 and TiH0.2 metal hydrides in LiCl-KCl eutectic melt containing hydride ion,True,False
P0132,mechanism statement,metal hydride/H- electrochemical reactions in molten salts produce thermoelectric power for M-H thermogalvanic cells,True,False
P0133,material formulation,undivided flow thermogalvanic cell with Fe(CN)6 3-/4- in NaOH and two aqueous electrolytes at different temperatures,True,False
P0133,mechanism statement,separated hot/cold electrolyte streams maintain thermal boundary layers while Butler-Volmer kinetics and mass/charge transfer limit output,True,False
P0134,material formulation,hydrovoltaic flow thermogalvanic cell with redox electrolyte solutions at different temperatures,True,False
P0134,mechanism statement,thermal diffusion potential plus temperature-dependent redox standard potential drives continuous current; finite-element model captures temperature distribution,True,False
P0135,material formulation,Ti3C2Tx MXene hollow microsphere nanocomposite electrodes with Fe2+/3+ n-type thermocells,True,False
P0135,mechanism statement,"hollow MXene microspheres reduce restacking, increase active area, add oxygen terminations, and improve Fe2+/3+ redox kinetics",True,False
P0136,material formulation,PVA photothermal hydrogel with Ti2O3 nanoparticles/CNTs and PVA thermoelectric gels soaked with K3/K4[Fe(CN)6],True,False
P0136,mechanism statement,"photothermal hydrogel generates temperature gradient for solar evaporation, while ferri/ferrocyanide thermogalvanic gels generate electricity",True,False
P0137,material formulation,chitosan gel grafted with guanidinium salt ions and melamine containing FeCl3/FeCl2 electrolyte,True,False
P0137,mechanism statement,"guanidinium promotes ion thermodiffusion and melamine selectively complexes/desorbs Fe3+, coupling thermodiffusion and thermogalvanic effects",True,False
P0138,material formulation,single-component PVA hydrogel e-skin with prismatic architecture,True,False
P0138,mechanism statement,"integrated thermogalvanic, piezoionic, and diffusion mechanisms decouple skin temperature, pulse, and sweat signals through temporal machine learning",True,False
P0139,material formulation,"p-type [Fe(CN)6]3-/4- and n-type Fe3+/Fe2+ hydrogel thermocells with chaotropic salts, Arrhenius acid, and liquid-metal electrodes",True,False
P0139,mechanism statement,salt-modified solvation and acid-stabilized Fe redox improve p/n thermopower while liquid metal lowers deformable electrode interface resistance,True,False
P0140,material formulation,ferro/ferricyanide and tetrabutylammonium fluoride electrolyte forming semiclathrate hydrate,True,False
P0140,mechanism statement,"semiclathrate hydrate formation/dissociation changes liquid-phase TBAF concentration and ferricyanide-cation ion pairing, boosting temperature coefficient",True,False
P0141,material formulation,ionic thermoelectric materials including thermodiffusive and thermogalvanic quasi-solid systems,True,False
P0141,mechanism statement,"reviewed ion thermodiffusion, thermogalvanic redox, polymer networks, and electrode-electrolyte interactions govern ionic Seebeck and energy density",True,False
P0142,material formulation,PMAA-based ionic liquid thermoelectric gel with Fe2+/Fe3+ redox couples and carboxyl groups,True,False
P0142,mechanism statement,Fe2+/Fe3+-COOH coordination and thermal-gradient ion migration couple redox reactions with polymer-chain motion for stable thermogalvanic voltage,True,False
P0143,material formulation,ionic thermoelectric gelatin tactile sensor,True,False
P0143,mechanism statement,pressure changes thermodiffusion/thermogalvanic thermopower and response-time differences decouple pressure and temperature signals,True,False
P0144,material formulation,binary PVA-CuCl2 gel with Cu2+/Cu+ stabilized by Cl- coordination species,True,False
P0144,mechanism statement,"Cu-Cl speciation tunes coupling between Cu2+/Cu+ thermogalvanic redox and thermodiffusion, producing giant n-type thermopower",True,False
P0145,material formulation,"gelatin ionic thermoelectric matrix with KCl, NaCl, KNO3, and [Fe(CN)6]4-/3-",True,False
P0145,mechanism statement,synergistic thermodiffusion of salt ions and ferri/ferrocyanide thermogalvanic effect creates giant positive thermopower,True,False
P0146,material formulation,cationic high-entropy gel G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+,True,False
P0146,mechanism statement,"multi-cation/anion interactions increase redox entropy change, exchange current density, and ionic conductivity for coupled thermogalvanic/thermodiffusion output",True,False
P0147,material formulation,PVA/gelatin thermogalvanic gel smart pen,True,False
P0147,mechanism statement,"finger temperature drives thermogalvanic voltage and grip pressure changes resistance, enabling self-powered handwriting and posture recognition",True,False
P0148,material formulation,acidic Cu2+/Cu sulfate system under laser irradiation,True,False
P0148,mechanism statement,laser-induced local heating creates thermogalvanic copper deposition at moderate power; corrosion and incomplete Cu+ reduction dominate at high power,True,False
P0149,material formulation,thermo-electrochemical cells across electrode and electrolyte materials,True,False
P0149,mechanism statement,"review summarizes thermocell redox thermodynamics, materials, operating parameters, and application limits for low-grade waste heat recovery",True,False
P0150,material formulation,PAAm/PVA/cellulose nanofiber triple-network hydrogel soaked with Fe(CN)6 3-/4-,True,False
P0150,mechanism statement,fractal hydrogel microstructure gives high ionic conductivity while ferri/ferrocyanide thermogalvanic redox harvests low-grade heat,True,False
P0151,material formulation,iron plate in acid sulfate electrolyte under tangential temperature gradient,True,False
P0151,mechanism statement,nonisothermal temperature distribution drives thermogalvanic corrosion currents governed by electrochemical kinetics,True,False
P0152,material formulation,"iron plate in acid sulfate media with urotropine, benzotriazole, and thiocarbamide inhibitors",True,False
P0152,mechanism statement,acid-corrosion inhibitors suppress thermogalvanic currents and iron weight loss in the thermoelectric zone,True,False
P0153,material formulation,nonisothermal iron plate in acid sulfate media at varied pH,True,False
