mention_id,label,context,context_start,context_end,method,embedding_text
TG:P0021:n2,spatially segregates redox pairs into two distinct gel layers,"Here, we present a double-layer thermogalvanic cell (DTGC) architecture that spatially segregates redox pairs into two distinct gel layers, enabling unprecedented control over ion concentration gradients.",0,204,source_sentence_or_semicolon_clause,"clustering: spatially segregates redox pairs into two distinct gel layers. Context: Here, we present a double-layer thermogalvanic cell (DTGC) architecture that spatially segregates redox pairs into two distinct gel layers, enabling unprecedented control over ion concentration gradients."
TG:P0021:n3,ion concentration gradients,"Here, we present a double-layer thermogalvanic cell (DTGC) architecture that spatially segregates redox pairs into two distinct gel layers, enabling unprecedented control over ion concentration gradients.",0,204,source_sentence_or_semicolon_clause,"clustering: ion concentration gradients. Context: Here, we present a double-layer thermogalvanic cell (DTGC) architecture that spatially segregates redox pairs into two distinct gel layers, enabling unprecedented control over ion concentration gradients."
TG:P0022:n1,"electrochemical reaction involving the Cu electrode, ethylenediamine (en), and their chelated compound Cu(en)2 2+","The electrochemical reaction involving the Cu electrode, ethylenediamine (en), and their chelated compound Cu(en)2 2+ exhibits a significant reaction entropy change, resulting in an enhanced temperature coefficient (alpha).",0,223,source_sentence_or_semicolon_clause,"clustering: electrochemical reaction involving the Cu electrode, ethylenediamine (en), and their chelated compound Cu(en)2 2+. Context: The electrochemical reaction involving the Cu electrode, ethylenediamine (en), and their chelated compound Cu(en)2 2+ exhibits a significant reaction entropy change, resulting in an enhanced temperature coefficient (alpha)."
TG:P0022:n2,reaction entropy change,"The electrochemical reaction involving the Cu electrode, ethylenediamine (en), and their chelated compound Cu(en)2 2+ exhibits a significant reaction entropy change, resulting in an enhanced temperature coefficient (alpha).",0,223,source_sentence_or_semicolon_clause,"clustering: reaction entropy change. Context: The electrochemical reaction involving the Cu electrode, ethylenediamine (en), and their chelated compound Cu(en)2 2+ exhibits a significant reaction entropy change, resulting in an enhanced temperature coefficient (alpha)."
TG:P0022:n3,temperature coefficient (alpha),"The electrochemical reaction involving the Cu electrode, ethylenediamine (en), and their chelated compound Cu(en)2 2+ exhibits a significant reaction entropy change, resulting in an enhanced temperature coefficient (alpha).",0,223,source_sentence_or_semicolon_clause,"clustering: temperature coefficient (alpha). Context: The electrochemical reaction involving the Cu electrode, ethylenediamine (en), and their chelated compound Cu(en)2 2+ exhibits a significant reaction entropy change, resulting in an enhanced temperature coefficient (alpha)."
TG:P0023:n1,sodium pyrrolidone carboxylate,"Subsequently, the water retention and mechanical properties of TGIH were enhanced by introducing the natural moisturizing factor sodium pyrrolidone carboxylate.",0,160,source_sentence_or_semicolon_clause,"clustering: sodium pyrrolidone carboxylate. Context: Subsequently, the water retention and mechanical properties of TGIH were enhanced by introducing the natural moisturizing factor sodium pyrrolidone carboxylate."
TG:P0023:n2,water retention,"Subsequently, the water retention and mechanical properties of TGIH were enhanced by introducing the natural moisturizing factor sodium pyrrolidone carboxylate.",0,160,source_sentence_or_semicolon_clause,"clustering: water retention. Context: Subsequently, the water retention and mechanical properties of TGIH were enhanced by introducing the natural moisturizing factor sodium pyrrolidone carboxylate."
TG:P0023:n3,mechanical properties,"Subsequently, the water retention and mechanical properties of TGIH were enhanced by introducing the natural moisturizing factor sodium pyrrolidone carboxylate.",0,160,source_sentence_or_semicolon_clause,"clustering: mechanical properties. Context: Subsequently, the water retention and mechanical properties of TGIH were enhanced by introducing the natural moisturizing factor sodium pyrrolidone carboxylate."
TG:P0024:n1,integrating thermally sensitive enhanced TGCs with spectrally selective solar absorbers,"In this work, a solar-thermal-driven liquid thermogalvanic generator (SLTG) that generates electricity from sunlight by synergistically integrating thermally sensitive enhanced TGCs with spectrally selective solar absorbers in an innovative design is proposed and designed for the first time.",0,292,source_sentence_or_semicolon_clause,"clustering: integrating thermally sensitive enhanced TGCs with spectrally selective solar absorbers. Context: In this work, a solar-thermal-driven liquid thermogalvanic generator (SLTG) that generates electricity from sunlight by synergistically integrating thermally sensitive enhanced TGCs with spectrally selective solar absorbers in an innovative design is proposed and designed for the first time."
TG:P0024:n2,generates electricity from sunlight,"In this work, a solar-thermal-driven liquid thermogalvanic generator (SLTG) that generates electricity from sunlight by synergistically integrating thermally sensitive enhanced TGCs with spectrally selective solar absorbers in an innovative design is proposed and designed for the first time.",0,292,source_sentence_or_semicolon_clause,"clustering: generates electricity from sunlight. Context: In this work, a solar-thermal-driven liquid thermogalvanic generator (SLTG) that generates electricity from sunlight by synergistically integrating thermally sensitive enhanced TGCs with spectrally selective solar absorbers in an innovative design is proposed and designed for the first time."
TG:P0025:n1,low FA concentrations,"The results indicate that low FA concentrations promote the desolvation of redox ions, thereby accelerating the reaction kinetics and increasing the short-circuit current density.",0,179,source_sentence_or_semicolon_clause,"clustering: low FA concentrations. Context: The results indicate that low FA concentrations promote the desolvation of redox ions, thereby accelerating the reaction kinetics and increasing the short-circuit current density."
TG:P0025:n2,desolvation of redox ions,"The results indicate that low FA concentrations promote the desolvation of redox ions, thereby accelerating the reaction kinetics and increasing the short-circuit current density.",0,179,source_sentence_or_semicolon_clause,"clustering: desolvation of redox ions. Context: The results indicate that low FA concentrations promote the desolvation of redox ions, thereby accelerating the reaction kinetics and increasing the short-circuit current density."
TG:P0025:n3,reaction kinetics,"The results indicate that low FA concentrations promote the desolvation of redox ions, thereby accelerating the reaction kinetics and increasing the short-circuit current density.",0,179,source_sentence_or_semicolon_clause,"clustering: reaction kinetics. Context: The results indicate that low FA concentrations promote the desolvation of redox ions, thereby accelerating the reaction kinetics and increasing the short-circuit current density."
TG:P0025:n4,short-circuit current density,"The results indicate that low FA concentrations promote the desolvation of redox ions, thereby accelerating the reaction kinetics and increasing the short-circuit current density.",0,179,source_sentence_or_semicolon_clause,"clustering: short-circuit current density. Context: The results indicate that low FA concentrations promote the desolvation of redox ions, thereby accelerating the reaction kinetics and increasing the short-circuit current density."
