paper_id,concept_id,canonical_concept,concept_type,concept_subtype,evidence_field,evidence_text,extraction_method,confidence
P0052,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,ethylene glycol/water antifreezing hydrogel with [Fe(CN)6]3-/4- redox ions | ethylene glycol-water hydrogen bonding suppresses freezing while ferri/ferrocyanide thermogalvanic redox converts human heat to electricity,domain_curated_rule,0.97
P0052,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,ethylene glycol/water antifreezing hydrogel with [Fe(CN)6]3-/4- redox ions | ethylene glycol-water hydrogen bonding suppresses freezing while ferri/ferrocyanide thermogalvanic redox converts human heat to electricity,domain_curated_rule,0.97
P0053,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"stretchable thermogalvanic hydrogel thread prepared by liquid-nitrogen quenching | ultrafast quenching refines grains and inhibits thermosensitive crystal precipitation, increasing ion utilization and promoting redox reactions",domain_curated_rule,0.97
P0053,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"stretchable thermogalvanic hydrogel thread prepared by liquid-nitrogen quenching | ultrafast quenching refines grains and inhibits thermosensitive crystal precipitation, increasing ion utilization and promoting redox reactions",domain_curated_rule,0.97
P0053,C8AD5B453CC,ion diffusion,transport_mechanism,ionic transport,abstract,ion diffusion,controlled_rule,0.94
P0053,CB314592CFB,precipitation and species redistribution,phase_or_species_transition,phase/species transition,mechanism_raw,precipitation,controlled_rule,0.94
P0054,C10C4FF4B6C,hydrogen bonding,solvation_entropy,intermolecular interaction,mechanism_raw,hydrogen bonding,controlled_rule,0.94
P0054,C7932B1CE8C,chaotropic polymer-water disruption,gel_microstructure,soft-material mechanism,material+mechanism+abstract,DMSO/water thermogalvanic organohydrogel electrolyte with Sn2+/Sn4+ and NaCl | Sn2+/Sn4+ thermogalvanic redox converts touch/temperature differences to signals while DMSO-water hydrogen bonding gives anti-freezing and anti-drying behavior,domain_curated_rule,0.97
P0054,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,DMSO/water thermogalvanic organohydrogel electrolyte with Sn2+/Sn4+ and NaCl | Sn2+/Sn4+ thermogalvanic redox converts touch/temperature differences to signals while DMSO-water hydrogen bonding gives anti-freezing and anti-drying behavior,domain_curated_rule,0.97
P0054,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,DMSO/water thermogalvanic organohydrogel electrolyte with Sn2+/Sn4+ and NaCl | Sn2+/Sn4+ thermogalvanic redox converts touch/temperature differences to signals while DMSO-water hydrogen bonding gives anti-freezing and anti-drying behavior,domain_curated_rule,0.97
P0055,CEA29EF1A99,thermal-gradient heat-transfer control,device_mechanism,thermal management,mechanism_raw,thermally isolates,controlled_rule,0.94
P0056,CB56BB4DDB0,carbon-electrode redox interface,electrode_interface,interface/kinetics mechanism,material+mechanism+abstract,aqueous [Fe(CN)6]3-/[Fe(CN)6]4- thermogalvanic cell with CoO nanowire/carbon-cloth and Co2Fe(CN)6/CoO asymmetric electrodes | temperature-dependent CoO-ferrocyanide reaction self-assembles asymmetric catalytic electrodes that lower electronic activation energy at hot and cold sides,domain_curated_rule,0.97
P0057,C10C4FF4B6C,hydrogen bonding,solvation_entropy,intermolecular interaction,abstract,hydrogen bonds,controlled_rule,0.94
P0057,C9B6878E079,photothermal-thermoelectric coupling,device_mechanism,multimodal conversion,mechanism_raw,photothermal heating drives thermogalvanic,controlled_rule,0.94
P0057,CB25BC3FC14,double/interpenetrating network,gel_microstructure,network structure,abstract,double network,controlled_rule,0.94
P0057,CE6FC512ED2,dynamic crosslinked gel network,gel_microstructure,network structure,material+mechanism+abstract,cross-linked PVA/gelatin hydrogel in DMSO/water with PDMS solar absorber | binary solvent forms microcrystalline stretchable transparent gel while photothermal heating drives thermogalvanic voltage under sunlight,domain_curated_rule+prediction_family_collapse,0.97
P0058,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"smart thermogalvanic hydrogel film with ions and water | ions undergo thermogalvanic redox conversion while water evaporation removes heat, enabling simultaneous evaporative cooling and electricity generation",domain_curated_rule,0.97
P0058,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"smart thermogalvanic hydrogel film with ions and water | ions undergo thermogalvanic redox conversion while water evaporation removes heat, enabling simultaneous evaporative cooling and electricity generation",domain_curated_rule,0.97
P0059,C10C4FF4B6C,hydrogen bonding,solvation_entropy,intermolecular interaction,mechanism_raw,hydrogen bonding,controlled_rule,0.94
P0059,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,anhydrous DMSO/ethylene glycol thermogalvanic gel with Fe3+/Fe2+ | DMSO-EG hydrogen bonding prevents crystallization/evaporation and maintains flexible thermogalvanic conversion across wide temperatures,domain_curated_rule,0.97
P0059,C7932B1CE8C,chaotropic polymer-water disruption,gel_microstructure,soft-material mechanism,material+mechanism+abstract,anhydrous DMSO/ethylene glycol thermogalvanic gel with Fe3+/Fe2+ | DMSO-EG hydrogen bonding prevents crystallization/evaporation and maintains flexible thermogalvanic conversion across wide temperatures,domain_curated_rule,0.97
P0059,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,anhydrous DMSO/ethylene glycol thermogalvanic gel with Fe3+/Fe2+ | DMSO-EG hydrogen bonding prevents crystallization/evaporation and maintains flexible thermogalvanic conversion across wide temperatures,domain_curated_rule,0.97
P0059,CEA29EF1A99,thermal-gradient heat-transfer control,device_mechanism,thermal management,abstract,thermal management,controlled_rule,0.94
P0060,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"thermogalvanic cell transport model with ionic/neutral-component formalisms | nonequilibrium thermodynamics relates Seebeck, Peltier, and Soret effects; heat-flux definition controls interpretation of interfacial heat and cell thermopower",domain_curated_rule,0.97
P0061,C10C4FF4B6C,hydrogen bonding,solvation_entropy,intermolecular interaction,mechanism_raw,hydrogen bonding,controlled_rule,0.94
P0061,C7932B1CE8C,chaotropic polymer-water disruption,gel_microstructure,soft-material mechanism,material+mechanism+abstract,PVA/gelatin dual-network H2O/glycerin thermogalvanic gel with Fe(CN)6 3-/4- | glycerin-water solvent limits water hydrogen bonding for antifreezing/antidrying durability while breath heat drives thermogalvanic respiratory signals,domain_curated_rule,0.97
P0061,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,PVA/gelatin dual-network H2O/glycerin thermogalvanic gel with Fe(CN)6 3-/4- | glycerin-water solvent limits water hydrogen bonding for antifreezing/antidrying durability while breath heat drives thermogalvanic respiratory signals,domain_curated_rule,0.97
P0061,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,PVA/gelatin dual-network H2O/glycerin thermogalvanic gel with Fe(CN)6 3-/4- | glycerin-water solvent limits water hydrogen bonding for antifreezing/antidrying durability while breath heat drives thermogalvanic respiratory signals,domain_curated_rule,0.97
P0062,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,PVA-PEDOT:PSS hydrogel with SO42-/SO32- redox couple | SO42-/SO32- provides non-toxic thermogalvanic redox and promotes PVA crosslinking/PEDOT:PSS hybrid structure for biothermal energy harvesting,domain_curated_rule,0.97
P0063,C10D3798CF7,selective solvation,solvation_entropy,solvation,material+mechanism+abstract,"Fe2+/Fe3+ hydrogel thermogalvanic cells with organic solvents including tetramethylene sulfone | organic solvent donor number changes Fe2+/Fe3+ solvation-shell entropy difference, tuning and boosting Seebeck coefficient",domain_curated_rule,0.97
P0063,C3C17DDE1C9,Gutmann-donor ionic-cluster thermodiffusion,transport_mechanism,transport mechanism,material+mechanism+abstract,"Fe2+/Fe3+ hydrogel thermogalvanic cells with organic solvents including tetramethylene sulfone | organic solvent donor number changes Fe2+/Fe3+ solvation-shell entropy difference, tuning and boosting Seebeck coefficient",domain_curated_rule,0.97
P0063,C41BE9B5F0E,solvation-shell remodeling,solvation_entropy,solvation,material+mechanism+abstract,"Fe2+/Fe3+ hydrogel thermogalvanic cells with organic solvents including tetramethylene sulfone | organic solvent donor number changes Fe2+/Fe3+ solvation-shell entropy difference, tuning and boosting Seebeck coefficient",domain_curated_rule,0.97
P0065,C10D3798CF7,selective solvation,solvation_entropy,solvation,material+mechanism+abstract,"cobalt(ii/iii) sarcophagine [Co(SARH2)]4+/5+ in water, DMSO, and ionic-liquid solvents | low-dielectric bulky solvents enable pendant amine charge-additivity with Co2+/3+ core, increasing redox entropy and Seebeck coefficient",domain_curated_rule,0.97
P0065,CA8C62A4868,redox reaction entropy,solvation_entropy,redox thermodynamics,material+mechanism+abstract,"cobalt(ii/iii) sarcophagine [Co(SARH2)]4+/5+ in water, DMSO, and ionic-liquid solvents | low-dielectric bulky solvents enable pendant amine charge-additivity with Co2+/3+ core, increasing redox entropy and Seebeck coefficient",domain_curated_rule,0.97
P0066,C10C4FF4B6C,hydrogen bonding,solvation_entropy,intermolecular interaction,mechanism_raw,hydrogen bonding,controlled_rule,0.94
P0066,C7932B1CE8C,chaotropic polymer-water disruption,gel_microstructure,soft-material mechanism,material+mechanism+abstract,binary-solvent thermogalvanic gel electrolyte with I-/I3- redox pair | binary solvent weakens water-water hydrogen bonding for temperature tolerance and anti-drying while iodide/triiodide redox gives self-powered temperature monitoring,domain_curated_rule,0.97
P0066,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,binary-solvent thermogalvanic gel electrolyte with I-/I3- redox pair | binary solvent weakens water-water hydrogen bonding for temperature tolerance and anti-drying while iodide/triiodide redox gives self-powered temperature monitoring,domain_curated_rule,0.97
P0068,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,gelatin thermoelectric gel with SO32-/SO42- redox pair | non-toxic sulfite/sulfate thermogalvanic redox converts food temperature differences to self-powered sensing signals,domain_curated_rule,0.97
P0069,C9B6878E079,photothermal-thermoelectric coupling,device_mechanism,multimodal conversion,mechanism_raw,"photothermal carbon sponge converts light to heat, driving lower thermogalvanic",controlled_rule,0.94
P0071,C58F3B85353,thermoresponsive micellization p/n conversion,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"I-/I3- thermogalvanic cell with thermoresponsive diblock copolymers | anion-polymer interactions and thermally induced micellization redistribute ions, invert hot/cold redox reactions, and enable p-n conversion",domain_curated_rule,0.97
P0072,CA8C62A4868,redox reaction entropy,solvation_entropy,redox thermodynamics,material+mechanism+abstract,TEMPO-substituted polyacrylamide PTAm/ox-PTAm n-type thermogalvanic polymer | redox-induced conformational entropy changes in TEMPO/oxoammonium polymer states generate n-type thermopower,domain_curated_rule,0.97
P0073,C45C8AAD12E,charge-transfer resistance engineering,electrode_interface,interface/kinetics mechanism,material+mechanism+abstract,"planar interdigitated thermogalvanic hydrogel with MXene electrodes and PAAm-Fe(CN)6 3-/4- hydrogel | strain modulates ferri/ferrocyanide hydrogel redox kinetics under a thermal gradient, producing coupled strain-voltage handwriting signals",domain_curated_rule,0.97
