node_id,node_type,label,evidence_status,year,doi,discovery_status
paper:P0383,paper,High Thermopower of Agarose-Based Ionic Thermoelectric Gel Through Micellization Effect Decoupling the Cation/Anion Thermodiffusion,mapped_to_curated_complementarity_program,2023.0,10.1002/adfm.202305835,
paper:P0384,paper,Ionic Thermoelectric Generators in Vertical and Planar Topologies Based on Fluorinated Polymer Hybrid Materials with Ionic Liquids,claim_extracted_not_mapped,2024.0,10.1002/marc.202400041,
paper:P0385,paper,Ionic Thermoelectric Properties of Reconstructed Lamellar Vanadium Pentoxide Membranes,mapped_to_curated_complementarity_program,2023.0,10.1002/adfm.202301178,
paper:P0386,paper,Synergy between ionic thermoelectric conversion and nanofluidic reverse electrodialysis for high power density generation,claim_extracted_not_mapped,2023.0,10.1016/j.apenergy.2023.120681,
paper:P0387,paper,Application of lamellar nickel hydroxide membrane as a tunable platform for ionic thermoelectric studies,claim_extracted_not_mapped,2023.0,10.1039/d3mh00479a,
paper:P0388,paper,An ionic thermoelectric capacitor with continuous power generation for heat harvesting,claim_extracted_not_mapped,2023.0,10.1016/j.cej.2023.143828,
paper:P0389,paper,Mesoscopic confined ionic thermoelectric materials with excellent ionic conductivity for waste heat harvesting,claim_extracted_not_mapped,2022.0,10.1016/j.cej.2022.134702,
paper:P0390,paper,High-Performance Ionic Thermoelectric Supercapacitor for Integrated Energy Conversion-Storage,claim_extracted_not_mapped,2022.0,10.1002/eem2.12220,
paper:P0391,paper,Designing n-type all-ionic thermoelectric polymers with improved air stability via a solution-processing anion exchange technique,claim_extracted_not_mapped,2023.0,10.1039/d3ta04091g,
paper:P0392,paper,Embedding Aligned Graphene Oxides in Polyelectrolytes to Facilitate Thermo-Diffusion of Protons for High Ionic Thermoelectric Figure-of-Merit,mapped_to_curated_complementarity_program,2021.0,10.1002/adfm.202011016,
paper:P0393,paper,Ionic thermoelectric effect of pure cement paste and its temperature sensing performance,claim_extracted_not_mapped,2023.0,10.1016/j.conbuildmat.2022.129898,
paper:P0394,paper,Ionic Seebeck coefficient and figure of merit in ionic thermoelectric materials,claim_extracted_not_mapped,2022.0,10.1016/j.xcrp.2022.101018,
paper:P0395,paper,Time-Domain Thermoreflectance Study of the Thermal Transport Properties of All-Solid-State Ionic Thermoelectric Material,claim_extracted_not_mapped,2023.0,10.1007/s10765-023-03199-x,
paper:P0396,paper,Gigantic effect due to redox electrodes on thermoelectric properties of ionic thermoelectric devices,claim_extracted_not_mapped,2024.0,10.1016/j.surfin.2023.103564,
paper:P0397,paper,Specific behavior of transition metal chloride complexes for achieving giant ionic thermoelectric properties,mapped_to_curated_complementarity_program,2022.0,10.1038/s41528-022-00213-4,
paper:P0398,paper,Self-Healable Organic-Inorganic Hybrid Thermoelectric Materials with Excellent Ionic Thermoelectric Properties,claim_extracted_not_mapped,2022.0,10.1002/aenm.202103070,
paper:P0399,paper,Lignin-Derived Ionic Hydrogels for Thermoelectric Energy Harvesting,claim_extracted_not_mapped,2025.0,10.1021/acsapm.4c03816,
paper:P0400,paper,Interfacial Effect Boosts the Performance of All-Polymer Ionic Thermoelectric Supercapacitors,mapped_to_curated_complementarity_program,2022.0,10.1002/admi.202201058,
paper:P0401,paper,Thermoelectric Ionic Hydrogel Based on PEDOT:PSS/PAAm for Low-Grade Thermal-Energy Harvesting,mapped_to_curated_complementarity_program,2025.0,10.1021/acsaelm.5c00195,
paper:P0402,paper,Ionic Liquid-Inspired Highly Aligned Fibrous Ionogel for Boosted Thermoelectric Harvesting,claim_extracted_not_mapped,2025.0,10.1021/acsami.5c03411,
paper:P0403,paper,Quasi-solid state nanoparticle/(ionic liquid) gels with significantly high ionic thermoelectric properties,claim_extracted_not_mapped,2020.0,10.1039/d0ta04100a,
paper:P0404,paper,Ionic Thermoelectric Effect Inducing Cation-Enriched Surface of Hydrogel to Enhance Output Performance of Triboelectric Nanogenerator,claim_extracted_not_mapped,2022.0,10.1002/ente.202200070,
paper:P0405,paper,"A Polymer Film with Very High Seebeck Coefficient and Overall Thermoelectric Properties by Secondary Doping, Dedoping Engineering and Ionic Energy Filtering",claim_extracted_not_mapped,2025.0,10.1002/adfm.202411815,
paper:P0406,paper,An ionic thermoelectric ratchet effect in polymeric electrolytes,claim_extracted_not_mapped,2022.0,10.1039/d2tc01130a,
paper:P0407,paper,Advanced n-type ionic hydrogel with simultaneously enhanced thermoelectric and mechanical performances via the synergy of hydrophilic and hydrophobic polymers,claim_extracted_not_mapped,2025.0,10.1039/d5ta06737e,
paper:P0408,paper,Electrode-dependent thermoelectric effect in ionic hydrogel fiber for self-powered sensing and low-grade heat harvesting,mapped_to_curated_complementarity_program,2024.0,10.1016/j.cej.2024.154970,
paper:P0409,paper,High-performance thermoelectric PEDOT:PSS fiber bundles via rational ionic liquid treatment,claim_extracted_not_mapped,2024.0,10.1016/j.cej.2024.158104,
paper:P0410,paper,Ionic Thermoelectric Figure of Merit for Charging of Supercapacitors,claim_extracted_not_mapped,2017.0,10.1002/aelm.201700013,
paper:P0411,paper,Annealing Temperature Tuning of Thermoelectric Properties in Conductive Polymers: Transition from Ionic to Electronic Thermoelectrics,claim_extracted_not_mapped,2025.0,10.1021/acsami.5c12734,
paper:P0412,paper,Polycationic strategy and nanofiller synergy endow the dual network ionic liquid gel with excellent thermoelectric and mechanical properties,claim_extracted_not_mapped,2025.0,10.1016/j.cej.2025.166105,
paper:P0413,paper,N-type thermoelectric composite hydrogels enabling dual-channel ionic/electronic transport,mapped_to_curated_complementarity_program,2025.0,10.1007/s42114-025-01495-8,
paper:P0414,paper,Experimental Study of the Thermoelectric Properties in Ionic Liquid plus Organic Solvent Hybrid System,claim_extracted_not_mapped,2025.0,10.1021/acs.jced.5c00230,
paper:P0415,paper,Ionic thermoelectric gating organic transistors,claim_extracted_not_mapped,2017.0,10.1038/ncomms14214,
paper:P0416,paper,Cation-Doped Ionic Thermoelectric Ionogels With Nonlinear Temperature-Voltage Response Characteristics,outside_analysis_freeze_window,2026.0,10.1002/smll.202511926,
paper:P0417,paper,An ultrathin ionic thermoelectric cell design utilizing near body heat for self-powered wearable electronics,outside_analysis_freeze_window,2026.0,10.1038/s41467-026-71286-2,
paper:P0418,paper,Ionic thermoelectric materials for waste heat harvesting,claim_extracted_not_mapped,2021.0,10.1007/s00396-020-04792-4,
paper:P0419,paper,Ionic Thermoelectric Effect within the Framework of Thermoelectricity,outside_analysis_freeze_window,2026.0,10.1103/bh7m-fzs8,
paper:P0420,paper,Synergistic dual supramolecular interactions enhance ionic thermoelectric performance in dilute-electrolyte hydrogels,outside_analysis_freeze_window,2026.0,10.1007/s40843-025-3689-9,
paper:P0421,paper,Figure of merit for ionic thermoelectric materials,outside_analysis_freeze_window,2026.0,10.1093/nsr/nwag227,
paper:P0422,paper,"Multifunctional Elastic Supramolecular Hydrogels with Self-Healing, Adhesive, and Ionic Thermoelectric Property for Flexible Sensing and Energy Harvesting",outside_analysis_freeze_window,2026.0,10.1002/adma.73341,
paper:P0423,paper,Ionic thermoelectric poly(vinyl alcohol)/gelatin hydrogel for passive multimodal physiological sensing via the sol-gel transition triggered by salting out effect,outside_analysis_freeze_window,2026.0,10.1016/j.reactfunctpolym.2026.106679,
paper:P0424,paper,Influence of the Ionic Subsystem on the Thermoelectric Effect in Colloidal Solutions,claim_extracted_not_mapped,2025.0,10.1134/s1063782625600779,
paper:P0425,paper,The Platform to Characterizing the Thermoelectric Materials by Photo-Crosslinked Ionic Gel Electrolyte,outside_analysis_freeze_window,2026.0,10.1002/aelm.202500042,
paper:P0426,paper,Ionic gating control of carrier transport and thermoelectric properties in semiconductors,outside_analysis_freeze_window,2026.0,10.1016/j.synthmet.2025.118035,
paper:P0427,paper,Novel Hybrid Electronic-Ionic-Type Thermoelectric Device with Enhanced Performance by Using Steel Wool and [Fe(CN)6]4-/[Fe(CN)6]3- Ion Solution,claim_extracted_not_mapped,2025.0,10.1021/acssuschemeng.5c07379,
paper:P0428,paper,Impact of halide anions on ionic transport and thermoelectric properties of polyvinyl alcohol-based eutectogel,claim_extracted_not_mapped,2025.0,10.1016/j.mtener.2025.102105,
paper:P0429,paper,GGBF slag-based geopolymer for ionic thermoelectric energy harvesting,outside_analysis_freeze_window,2026.0,10.1016/j.dibe.2026.100890,
paper:P0430,paper,Solid-State N-Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,outside_analysis_freeze_window,2026.0,10.1002/adma.202517406,
paper:P0431,paper,Low-power biomimetic ionic thermoelectric device for multi-gas olfaction,outside_analysis_freeze_window,2026.0,10.1093/nsr/nwag320,
paper:P0432,paper,Dynamic Hydrogen-Bond Networks Enable Long-Lived Ionic Thermoelectric Materials With High Power Density,outside_analysis_freeze_window,2026.0,10.1002/adfm.75601,
paper:P0433,paper,Nanofluidic ionic thermoelectric energy conversion through the thermal management of electronic devices using composite phase-change material,outside_analysis_freeze_window,2026.0,10.1088/1361-6463/ae5c15,
paper:P0434,paper,Cationic Comonomer Induced n-Type PNIPAAM-Based Ionic Thermoelectric Hydrogels with Enhanced Thermopower,outside_analysis_freeze_window,2026.0,10.1021/acs.iecr.5c05062,
paper:P0435,paper,Epichlorohydrin-Crosslinked Lignin-Polyvinyl Alcohol Hydrogel for Ionic Thermoelectric Applications,outside_analysis_freeze_window,2026.0,10.1002/app.70303,
paper:P0436,paper,Multifunctional ionic thermoelectric elastomer enhanced by Le Chatlier principle in synergistic supramolecular hydrogen bonding system,outside_analysis_freeze_window,2026.0,10.1126/sciadv.aef5852,
paper:P0437,paper,An n-Type Ionic Thermoelectric Device Enabled by Synergistic Interactions Between Electrodes and PVA Hydrogel,outside_analysis_freeze_window,2026.0,10.3390/ma19102029,
paper:P0438,paper,High-thermopower ionic thermoelectric hydrogel with gradient immobilization of anions by polypyrrole,outside_analysis_freeze_window,2026.0,10.1016/j.cej.2026.176570,
paper:P0439,paper,Conversion of wood into n-type ionic thermoelectric material through CuCl2 treatment and subsequent DES-enabled fibrillation-quaternization,outside_analysis_freeze_window,2026.0,10.1016/j.cej.2026.176400,
paper:P0440,paper,Thermosensitive adhesion boosts low-grade heat harvesting of ionic thermoelectric hydrogels,outside_analysis_freeze_window,2026.0,10.1016/j.nanoen.2026.111707,
paper:P0441,paper,A Highly Stretchable Multifunctional Ionic Thermoelectric Gel for Integrated Energy Harvesting and Wearable Sensing,outside_analysis_freeze_window,2026.0,10.1021/acsami.6c02443,
paper:P0442,paper,Unveiling the mechanism of redox ions for enhanced continuous discharge and output power in ionic thermoelectric materials,outside_analysis_freeze_window,2026.0,10.1039/d6ta03443h,
paper:P0443,paper,Enhanced Energy Output Achieved in Ionic Thermoelectric Hydrogels via an Asymmetric Configuration,outside_analysis_freeze_window,2026.0,10.1002/admt.202501775,
paper:P0444,paper,Ionic thermoelectric paper,claim_extracted_not_mapped,2017.0,10.1039/c7ta03196c,
paper:P0445,paper,Highly stretchable ionic hydrogels with enhanced thermoelectric performance and flame retardancy for intelligent fire protection,claim_extracted_not_mapped,2024.0,10.1039/d4ta05396f,
paper:P0446,paper,A Thermosensitive Ionic Hydrogel for Thermotropic Smart Windows With Integrated Thermoelectric Energy Harvesting Capability,claim_extracted_not_mapped,2025.0,10.1002/adfm.202412081,
paper:P0447,paper,Ionic thermoelectric supercapacitors,claim_extracted_not_mapped,2016.0,10.1039/c6ee00121a,
paper:P0448,paper,Giant Power Output from Ionic/electronic Hybrid Nanocomposite Thermoelectric Converter Under Constant Temperature Gradient,claim_extracted_not_mapped,2025.0,10.1002/advs.202406589,
paper:P0449,paper,Enhanced Thermoelectric Performance of Vapor Phase Polymerized PEDOT-Tos via Ionic Liquid Post-Treatment,claim_extracted_not_mapped,2024.0,10.1002/adsu.202400134,
paper:P0450,paper,"Highly Stretchable, Resilient, Adhesive, and Self-Healing Ionic Hydrogels for Thermoelectric Application",claim_extracted_not_mapped,2023.0,10.1002/adfm.202306086,
paper:P0451,paper,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,claim_extracted_not_mapped,2023.0,10.1021/acsami.3c09934,
paper:P0452,paper,Boosting the Thermoelectric Performance of the Doped DPP-EDOT Conjugated Polymer by Incorporating an Ionic Additive,claim_extracted_not_mapped,2023.0,10.1002/smll.202300231,
paper:P0453,paper,Electrochemical charge-carrier modulation of carbon nanotubes using ionic liquids derived from organic superbases for stable thermoelectric materials,claim_extracted_not_mapped,2024.0,10.1016/j.carbon.2023.118667,
paper:P0454,paper,Two-step surface treatment of femtosecond laser irradiation and ionic liquid to enhance thermoelectric properties of PEDOT:PSS films,claim_extracted_not_mapped,2024.0,10.1016/j.apsusc.2023.158569,
paper:P0455,paper,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,claim_extracted_not_mapped,2023.0,10.1063/5.0155614,
paper:P0456,paper,Change of Conduction Mechanism in Polymer/Single Wall Carbon Nanotube Composites upon Introduction of Ionic Liquids and Their Investigation by Transient Absorption Spectroscopy: Implication for Thermoelectric Applications,claim_extracted_not_mapped,2023.0,10.1021/acsanm.3c01735,
paper:P0457,paper,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,claim_extracted_not_mapped,2022.0,10.1002/smll.202106937,
paper:P0458,paper,Soret Effect of Ionic Liquid Gels for Thermoelectric Conversion,claim_extracted_not_mapped,2022.0,10.1021/acs.jpclett.2c02645,
paper:P0459,paper,Electrochemically tuning the thermoelectric performance of flexible polythiophene films by ionic liquid,claim_extracted_not_mapped,2024.0,10.1016/j.electacta.2023.143462,
paper:P0460,paper,Mixed ionic-electronic thermoelectric effect of reduced graphene oxide reinforced cement-based composites,claim_extracted_not_mapped,2022.0,10.1016/j.cemconcomp.2022.104442,
paper:P0461,paper,Gigantic Effect due to Phase Transition on Thermoelectric Properties of Ionic Sol-Gel Materials,claim_extracted_not_mapped,2022.0,10.1002/adfm.202208286,
paper:P0462,paper,Effects of cation size on thermoelectricity of PEDOT:PSS/ionic liquid hybrid films for wearable thermoelectric generator application,claim_extracted_not_mapped,2022.0,10.1039/d2ta05134f,
paper:P0463,paper,Confinement-induced giant ionic thermovoltage at minimal temperature gradients via series-integrated micro-thermoelectric cells in hierarchical hydrogels,outside_analysis_freeze_window,2026.0,10.1093/nsr/nwag296,
paper:P0464,paper,Ionic Coordination and Hierarchical Architecture Enable Record n-Type Thermoelectric Efficiency in Soft Hydrogels,outside_analysis_freeze_window,2026.0,10.1002/anie.4172130,
paper:P0465,paper,Thermoelectric composite hydrogels with ionic-electronic transport for bioactive energy harvesting and sensing,outside_analysis_freeze_window,2026.0,10.1016/j.nanoen.2026.111940,
