mention_id,paper_id,domain,local_node_id,raw_phrase,legacy_role,semantic_role,claim_id,quote,phrase_location_status,phrase_start_char,phrase_end_char,phrase_span_candidates,semantic_review_status,reconstruction_run_id,audit_id,draft_concept_id,draft_definition,source_role,abstract_locator
iTE:P1304:n2,P1304,iTE,n2,lattice parameters,physical_consequence,,iTE:P1304:claim_block,"This study uses first-principles calculations to explore the structural, mechanical, electronic, optical, thermodynamic, and thermoelectric properties of AlMgCl3, AlMgBr3, and AlMgI3 for potential energy-related applications. The cubic perovskite structures are found to be structurally and thermodynamically stable based on tolerance factor analysis, formation energy calculations, and the Birch-Murnaghan equation of state. The lattice parameters increase gradually from Cl to I due to the larger ionic size of the halogen atoms. Mechanical property analysis shows that all compounds are mechanically stable, brittle, and anisotropic in nature. Electronic band structure calculations reveal that AlMgCl3 and AlMgBr3 possess direct bandgaps of 3.15 and 2.80 eV, respectively, whereas AlMgI3 exhibits an indirect bandgap of 1.33 eV, indicating their suitability for photovoltaic and optoelectronic applications. Optical investigations, including dielectric response and absorption spectra, demonstrate strong potential for solar energy conversion. In addition, the calculated band-edge positions suggest that these materials may be useful for photocatalytic water splitting. Thermoelectric transport properties obtained using the BoltzTraP code indicate dominant p-type conductivity and maximum ZT values of 0.780, 0.71, and 0.72 at 1200 K. The quasi-harmonic Debye model further reveals the effects of temperature and pressure on thermodynamic parameters such as bulk modulus, heat capacity, thermal expansion coefficient, and volume. Overall, the combination of these favorable properties highlights the potential of AlMgZ3 compounds for future optoelectronic and thermoelectric applications and motivates further experimental investigation.",exact_unique_in_quote,430,448,"[[430, 448]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g042,draft:v2:iTE:91bfbf036e7b8ab66483,晶格参数,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1304
iTE:P1620:n2,P1620,iTE,n2,lattice constants,physical_consequence,,iTE:P1620:claim_block,"a systematic increase in lattice constants and a corresponding decrease in bulk modulus with increasing ionic radius of the alkali metal (X = K, Rb, Cs) cation.",exact_unique_in_quote,572,589,"[[572, 589]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g042,draft:v2:iTE:91bfbf036e7b8ab66483,晶格参数,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1620
iTE:P1634:n2,P1634,iTE,n2,lattice parameter,physical_consequence,,iTE:P1634:claim_block,"the lattice parameter increased, which is attributed to the incorporation of larger ionic radius of Nd3+ ions in place of smaller ionic radius of Fe3+ in the spinel lattice.",exact_unique_in_quote,374,391,"[[374, 391]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g042,draft:v2:iTE:91bfbf036e7b8ab66483,晶格参数,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1634
iTE:P1644:n2,P1644,iTE,n2,crystal lattice parameters,physical_consequence,,iTE:P1644:claim_block,using ionic radii and crystal lattice parameters as descriptors.,exact_unique_in_quote,780,806,"[[780, 806]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g042,draft:v2:iTE:91bfbf036e7b8ab66483,晶格参数,descriptor,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1644
iTE:P1867:n2,P1867,iTE,n2,Lattice constant values,physical_consequence,,iTE:P1867:claim_block,"Experimental data on X-ray electrical conductivity, thermoelectric coefficient, magnetic hysteresis and infrared absorption spectra of the system Li0.25Cu0.5Fe2.25-xAlxO4 are presented. All the compounds, 0 less-than-or-equal-to x less-than-or-equal-to 2.25, showed cubic symmetry. Lattice constant values progressively decreased on increasing the Al3+ content. X-ray intensity calculations, magnetic hysteresis and infrared spectroscopy studies indicated the presence of Li+, Al3+ and Fe3+ at tetrahedral and octahedral sites, while CU2+ is present only at the octahedral site. The activation energy and threshold frequency increased with increasing values of x. The compounds with x less-than-or-equal-to 1.50 are n-type, and those with x greater-than-or-equal-to 2.0 are p-type semiconductors. Magnetic hysteresis indicated that compounds with x less-than-or-equal-to 1.50 are ferrimagnetic, and those with x greater-than-or-equal-to 2.0 are antiferrimagnetic. High coercive force, H(C), values and remanence ratios ( J(R)/J(S)) showed that all the compounds except x greater-than-or-equal-to 2.0 exhibit single-domain behaviour. The probable ionic configuration for the system is suggested as Li0.15+Al0.53+Fe0.353+[Li0.1+Cu0.52+Fe0.43+Al3+]O42-.",exact_unique_in_quote,282,305,"[[282, 305]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g042,draft:v2:iTE:91bfbf036e7b8ab66483,晶格参数,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1867
iTE:P0454:n1,P0454,iTE,n1,ion exchange,mechanism,,iTE:P0454:claim_block,"Poly(3,4-ethylenedioxythiophene):poly(4-styrenesulfonate) (PEDOT:PSS) has garnered significant considerable interest in the field of flexible thermoelectric films owing to its very low thermal conductivity, highly adjustable electrical conductivity (sigma) and Seebeck coefficient (S). However, improving the sigma and S of PEDOT:PSS simultaneously remains challenging for achieving efficient thermoelectrics. In this paper, we proposed a two-step process involving femtosecond laser irradiation and ionic liquid (IL) 1-Ethyl-3-MethylImidazolium DiCyAmide treatment to enhance the thermoelectric properties of PEDOT: PSS thin films. This finding revealed that the increase in PEDOT: PSS conductivity was attributed to both laser irradiation and the post-treatment with IL, in which the former enabled the efficient elimination of insulating PSS from the surface of the conductive polymer, the latter further contributed to the decoupling of PEDOT and PSS. The enhanced Seebeck coefficient was due to the ion exchange resulting from IL post-processing, which regulated the PEDOT doping level.",exact_unique_in_quote,1004,1016,"[[1004, 1016]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g068,draft:v2:iTE:6941b2399860bd8a8757,离子交换,mechanism_process,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0454
iTE:P0940:n1,P0940,iTE,n1,ion exchange,mechanism,,iTE:P0940:claim_block,"Herein, ionic liquids (IL) were first used to improve the conductivity of PEDOT:PSS through ion exchange, then surface-charged nanoparticles SiO2-NH2 (SiO2+) were added to promote the dispersion of IL and as a thermal insulator to decrease thermal conductivity.",exact_unique_in_quote,406,418,"[[406, 418]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g068,draft:v2:iTE:6941b2399860bd8a8757,离子交换,mechanism_process,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0940
iTE:P1224:n1,P1224,iTE,n1,ionic exchange,mechanism,,iTE:P1224:claim_block,"In this work, starting from precursor films of Pla(10)O(OH)(6)(CO3)(6), previously obtained by chemical bath deposition technique, we report the process to obtain PbSe films through ionic exchange. For this, after chemical deposition, several pieces of the precursor films were immersed in selenium ions solution in order to promote the transformation to PbSe films by ionic exchange. Instead using the conventional sodium selenium sulfite solution as the selenium ions solution, a new one is reported, which is based in rongalite (CH3NaO3S) and sodium citrate as reducing agents. Samples were removed after 30, 60 and 90 min to determine the effects of ionic exchange time on the phase transformation process. The complete set of samples was analyzed by X-ray diffraction, scanning electron microscopy and optical absorption measurements. The XRD results show a gradual crystalline transformation from the precursor phase to cubic PbSe crystalline phase. The gradual phase transformation is accompanied by surface morphologic changes as shown by SEM images. From the optical absorption spectrum of the PbSe films, it was calculated the energy band gap, being around 0.34 eV. (C) 2016 Elsevier Ltd. All rights reserved.",multiple_exact_matches_in_quote,,,"[[182, 196], [369, 383], [654, 668]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g068,draft:v2:iTE:6941b2399860bd8a8757,离子交换,design_strategy,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1224
iTE:P1292:n1,P1292,iTE,n1,spontaneous ion exchange,mechanism,,iTE:P1292:claim_block,"Poly-3,4-ethylenedioxythiophene:polystyrenesulfonate (PEDOT:PSS) is a water-processable conducting polymer with promise for use in transparent flexible electrodes and thermoelectric devices, but its conductivity is not satisfactory. Its low conductivity is attributed to the formation of hydrophilic/insulating PSS outer layers encapsulating the conducting/hydrophobic p-doped PEDOT cores. Recently a significant conductivity enhancement has been achieved by adding ionic liquid (IL). It is believed that ion exchange between PEDOT:PSS and IL components helps PEDOT to decouple from PSS and to grow into large-scale conducting domains, but the exact mechanism is still under debate. Here we show through free energy calculations using density functional theory on a minimal model that the most efficient IL pairs are the least tightly bound ones with the lowest binding energies, which would lead to the most efficient ion exchange with PEDOT:PSS. This spontaneous ion exchange followed by nanophase segregation between PEDOT and PSS, with formation of a x-stacked PEDOT aggregate decorated by IL anions, is also supported by molecular dynamics performed on larger PEDOT:PSS models in solution. We also show that the most efficient IL anions would sustain the highest amount of charge carriers uniformly distributed along the PEDOT backbone to further enhance the conductivity, providing that they remain in the PEDOT domain after the ion exchange. Hence, our design principle is that the high-performance IL should induce not only an efficient ion exchange with PEDOT:PSS to improve the PEDOT morphology (to increase mobility) but also a uniform high-level p-doping of PEDOT (to enhance intrinsic conductivity). Based on this principle, a promising (electron-withdrawing, but bulky, soft, and hydrophobic) new IL pair is proposed.",exact_unique_in_quote,953,977,"[[953, 977]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g068,draft:v2:iTE:e8d5da11a128aee46cb8,自发离子交换,mechanism_process,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1292
iTE:P0668:n1,P0668,iTE,n1,n-type doping,material_strategy,,iTE:P0668:claim_block,"The calculated band structure shows that the compound is a semiconductor with an indirect band gap similar to 0.45 eV, which is an appropriate band for the high thermoelectric performance. The transport calculations based on the electronic structure indicate that it exhibits relatively large Seebeck coefficients, high electrical conductivities, and high power factor. For Ba3Cu20Te13, the n-type doping may achieve a higher thermoelectric performance than that of p-type doping.",exact_unique_in_quote,660,673,"[[660, 673]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g074,draft:v2:iTE:58437a6fc9e5f507da78,n型掺杂,design_strategy,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0668
iTE:P0807:n4,P0807,iTE,n4,n-doping,performance,,iTE:P0807:claim_block,"For the negatively charged CNT surfaces by the anionic surfactants, imidazolium cations are preferentially adsorbed through the strong interactions with the anionic head groups of the surfactants, leading to p-doping. When the CNT surfaces become relatively neutral, more tetrafluoroborate anions can easily access the CNT surface, thereby inducing n-doping.",exact_unique_in_quote,964,972,"[[964, 972]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g074,draft:v2:iTE:58437a6fc9e5f507da78,n型掺杂,mechanism_process,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0807
iTE:P1510:n1,P1510,iTE,n1,n-doping,material_strategy,,iTE:P1510:claim_block,"Their Seebeck coefficients and electrical conductivities are predicted to be similar to other oxychalcogenides, with the thermoelectric power factors being improved by n-doping.",exact_unique_in_quote,889,897,"[[889, 897]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g074,draft:v2:iTE:58437a6fc9e5f507da78,n型掺杂,design_strategy,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1510
iTE:P1516:n1,P1516,iTE,n1,n-doping,material_strategy,,iTE:P1516:claim_block,First-principles calculations suggest the thermoelectric power factor of this compound would be enhanced by n-doping.,exact_unique_in_quote,746,754,"[[746, 754]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g074,draft:v2:iTE:58437a6fc9e5f507da78,n型掺杂,design_strategy,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1516
iTE:P0487:n2,P0487,iTE,n2,switch in polarity of the Seebeck coefficient,performance,,iTE:P0487:claim_block,This switch in polarity of the Seebeck coefficient is likely to stem from an alteration of PANI's electronic structure with the morphological reorganization of PANI-PAAMPSA that takes place on DCA annealing.,exact_unique_in_quote,645,690,"[[645, 690]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g081,draft:v2:iTE:e20748ee271085ff7483,Seebeck符号反转,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0487
iTE:P1213:n2,P1213,iTE,n2,sign of the thermoelectric power,performance,,iTE:P1213:claim_block,"Measurements of the electrical conductivity, magnetic susceptibility and thermoelectric power in liquid Cu-CuTlTe2 and Ag-AgTlTe2 systems have been carried out over wide temperature and composition ranges. These liquid systems exhibit the compound-forming behavior in the vicinity of stoichiometric compositions, Cu3TlTe2 and Ag3TlTe2, such as the conductivity minimum, diamagnetic maximum and reverse in the sign of the thermoelectric power. Radial distribution analyses of the stoichiometric compositions, Cu3TlTe2 and Ag3TlTe2, by X-ray and neutron diffractions indicate that the bonding nature of Cu-Te and Ag-Te in both alloys is rather covalent, differing from the ionic nature of Tl-Te in liquid Tl2Te which is well-known as a typical compound-forming liquid.",exact_unique_in_quote,409,441,"[[409, 441]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g081,draft:v2:iTE:c35509d97b4db182283c,热电势符号,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1213
