audit_order,candidate_id,evidence_tier,evidence_tier_order,evidence_tier_reason,strict_syntax_supported_side,ite_side_evidence_level,tg_side_evidence_level,evidence_floor,evidence_ceiling,evidence_grade,evidence_grade_order,shared_global_concept_id,shared_label,shared_category,shared_node_focus_eligible,other_endpoints_focus_eligible,focus_eligible,shared_ite_document_frequency,shared_tg_document_frequency,shared_ite_incident_pair_degree,shared_tg_incident_pair_degree,ite_pair_id,ite_pair_key,ite_pair_label,ite_other_global_concept_id,ite_other_label,ite_other_category,ite_pair_paper_count,ite_pair_sentence_count,ite_pair_strict_syntax_relation_paper_count,ite_pair_human_confirmed_relation_paper_count,ite_strict_relation_ids,ite_human_confirmed_relation_ids,ite_authoritative_provenance_fk,tg_pair_id,tg_pair_key,tg_pair_label,tg_other_global_concept_id,tg_other_label,tg_other_category,tg_pair_paper_count,tg_pair_sentence_count,tg_pair_strict_syntax_relation_paper_count,tg_pair_human_confirmed_relation_paper_count,tg_strict_relation_ids,tg_human_confirmed_relation_ids,tg_authoritative_provenance_fk,closure_group_id,cross_endpoint_pair_key,cross_endpoint_pair,cross_endpoint_status_in_iTE,cross_endpoint_status_in_TG,human_relation_review_status,cross_paper_compatibility_status,cross_endpoint_evaluation_status,novelty_status,novelty_claim_allowed,scientific_claim_status,candidate_interpretation,minimum_relation_support,total_relation_support,minimum_human_confirmed_relation_support,total_human_confirmed_relation_support,minimum_pair_paper_count,sum_pair_paper_count,minimum_pair_sentence_count,sum_pair_sentence_count,shared_minimum_document_frequency,closure_path_count,shared_candidate_path_count,within_shared_node_support_rank,within_shared_node_tier_support_rank,focus_within_shared_node_support_rank,focus_within_shared_node_tier_support_rank
211,TC_6743a7bdb9ba,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_c4feef01a10e,GC_4a92e5f4fe38::GC_f2bba15c8a15,hydrogel + physiological temperature gradient,GC_f2bba15c8a15,physiological temperature gradient,mechanism_or_process,1,1,1,0,AR_cc07e8ae6672,,IP_c4feef01a10e,TP_eeb3f4c4c3cc,GC_4a92e5f4fe38::GC_66b471744909,hydrogel + conformal thermogalvanic generator,GC_66b471744909,conformal thermogalvanic generator,device_or_context,1,1,0,0,,,TP_eeb3f4c4c3cc,CL_b3216b9ebf1c,GC_66b471744909::GC_f2bba15c8a15,physiological temperature gradient + conformal thermogalvanic generator,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,21,1,9390,73,73,,
212,TC_2792db13ac35,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_c4feef01a10e,GC_4a92e5f4fe38::GC_f2bba15c8a15,hydrogel + physiological temperature gradient,GC_f2bba15c8a15,physiological temperature gradient,mechanism_or_process,1,1,1,0,AR_cc07e8ae6672,,IP_c4feef01a10e,TP_ef3f10b878d1,GC_3286395881b3::GC_4a92e5f4fe38,long term + hydrogel,GC_3286395881b3,long term,untyped_extractive_keyword,1,1,0,0,,,TP_ef3f10b878d1,CL_0e4cd60929c5,GC_3286395881b3::GC_f2bba15c8a15,physiological temperature gradient + long term,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,21,1,9390,74,74,,
214,TC_731fe15a212c,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_c4feef01a10e,GC_4a92e5f4fe38::GC_f2bba15c8a15,hydrogel + physiological temperature gradient,GC_f2bba15c8a15,physiological temperature gradient,mechanism_or_process,1,1,1,0,AR_cc07e8ae6672,,IP_c4feef01a10e,TP_f938b2c6a1a2,GC_3be2e7216e42::GC_4a92e5f4fe38,self powered + hydrogel,GC_3be2e7216e42,self powered,untyped_extractive_keyword,1,1,0,0,,,TP_f938b2c6a1a2,CL_6a6d3f45d344,GC_3be2e7216e42::GC_f2bba15c8a15,physiological temperature gradient + self powered,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,21,1,9390,76,76,,
316,TC_be295d95a389,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_720e69b53d5a,concentration difference,mechanism_or_process,True,False,False,1,2,5,5,IP_8836d6fae355,GC_720e69b53d5a::GC_96687fd1b877,concentration difference + anion adsorption,GC_96687fd1b877,anion adsorption,mechanism_or_process,1,1,1,0,AR_d20ee0d670a0,,IP_8836d6fae355,TP_11d64ac9d856,GC_3ea8786de366::GC_720e69b53d5a,thermogalvanic cell + concentration difference,GC_3ea8786de366,thermogalvanic cell,device_or_context,1,1,0,0,,,TP_11d64ac9d856,CL_c7db7d57d9de,GC_3ea8786de366::GC_96687fd1b877,anion adsorption + thermogalvanic cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,1,1,25,1,1,,
319,TC_54f078ae782d,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_720e69b53d5a,concentration difference,mechanism_or_process,True,False,False,1,2,5,5,IP_8836d6fae355,GC_720e69b53d5a::GC_96687fd1b877,concentration difference + anion adsorption,GC_96687fd1b877,anion adsorption,mechanism_or_process,1,1,1,0,AR_d20ee0d670a0,,IP_8836d6fae355,TP_992cca65ef7d,GC_720e69b53d5a::GC_ae53691456a0,concentration difference + kcl induced,GC_ae53691456a0,kcl induced,untyped_extractive_keyword,1,1,0,0,,,TP_992cca65ef7d,CL_a96d77521d56,GC_96687fd1b877::GC_ae53691456a0,anion adsorption + kcl induced,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,1,1,25,4,4,,
349,TC_04c7b5f22eed,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_99697930f29b,selective transport,mechanism_or_process,True,False,False,1,1,4,5,IP_4d743141ccfc,GC_99697930f29b::GC_fd60a1db5fcf,selective transport + interaction,GC_fd60a1db5fcf,interaction,mechanism_or_process,1,1,1,0,AR_1bfc04b89b34,,IP_4d743141ccfc,TP_5c50ec0246b9,GC_62155c96f2d6::GC_99697930f29b,judiciously designed anionic polymer + selective transport,GC_62155c96f2d6,judiciously designed anionic polymer,material_or_structure,1,1,0,0,,,TP_5c50ec0246b9,CL_ac710a7e4fca,GC_62155c96f2d6::GC_fd60a1db5fcf,interaction + judiciously designed anionic polymer,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,1,1,20,1,1,,
350,TC_747050a93372,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_99697930f29b,selective transport,mechanism_or_process,True,False,False,1,1,4,5,IP_4d743141ccfc,GC_99697930f29b::GC_fd60a1db5fcf,selective transport + interaction,GC_fd60a1db5fcf,interaction,mechanism_or_process,1,1,1,0,AR_1bfc04b89b34,,IP_4d743141ccfc,TP_78220b71a5a2,GC_58d975fe7f29::GC_99697930f29b,self regulating + selective transport,GC_58d975fe7f29,self regulating,untyped_extractive_keyword,1,1,0,0,,,TP_78220b71a5a2,CL_504e3e74770e,GC_58d975fe7f29::GC_fd60a1db5fcf,interaction + self regulating,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,1,1,20,2,2,,
351,TC_d0f000ca1ffb,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_99697930f29b,selective transport,mechanism_or_process,True,False,False,1,1,4,5,IP_4d743141ccfc,GC_99697930f29b::GC_fd60a1db5fcf,selective transport + interaction,GC_fd60a1db5fcf,interaction,mechanism_or_process,1,1,1,0,AR_1bfc04b89b34,,IP_4d743141ccfc,TP_d83c0433d7b7,GC_99697930f29b::GC_9f1b398c45ad,selective transport + cold electrode,GC_9f1b398c45ad,cold electrode,material_or_structure,1,1,0,0,,,TP_d83c0433d7b7,CL_87f763faf138,GC_9f1b398c45ad::GC_fd60a1db5fcf,interaction + cold electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,1,1,20,3,3,,
352,TC_0f88d51fb939,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_99697930f29b,selective transport,mechanism_or_process,True,False,False,1,1,4,5,IP_4d743141ccfc,GC_99697930f29b::GC_fd60a1db5fcf,selective transport + interaction,GC_fd60a1db5fcf,interaction,mechanism_or_process,1,1,1,0,AR_1bfc04b89b34,,IP_4d743141ccfc,TP_e35484380155,GC_510d3cc7faaa::GC_99697930f29b,n type thermogalvanic cell + selective transport,GC_510d3cc7faaa,n type thermogalvanic cell,device_or_context,1,1,0,0,,,TP_e35484380155,CL_c257b43bc18f,GC_510d3cc7faaa::GC_fd60a1db5fcf,interaction + n type thermogalvanic cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,1,1,20,4,4,,
353,TC_f8066fe29536,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_99697930f29b,selective transport,mechanism_or_process,True,False,False,1,1,4,5,IP_4d743141ccfc,GC_99697930f29b::GC_fd60a1db5fcf,selective transport + interaction,GC_fd60a1db5fcf,interaction,mechanism_or_process,1,1,1,0,AR_1bfc04b89b34,,IP_4d743141ccfc,TP_e7ab40e80fe9,GC_99697930f29b::GC_ff8840442aae,selective transport + spontaneous reaction,GC_ff8840442aae,spontaneous reaction,mechanism_or_process,1,1,0,0,,,TP_e7ab40e80fe9,CL_9a1adecaf853,GC_fd60a1db5fcf::GC_ff8840442aae,interaction + spontaneous reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,1,1,20,5,5,,
356,TC_ad0f87b0d17c,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_9f138d3cd94d,diffusion,mechanism_or_process,True,False,False,11,4,23,7,IP_74c7586b48eb,GC_05203ac208f7::GC_9f138d3cd94d,host guest complexation + diffusion,GC_05203ac208f7,host guest complexation,mechanism_or_process,1,1,1,0,AR_281e7aa7d45f,,IP_74c7586b48eb,TP_3241d6d8ff87,GC_5102e2dbc29f::GC_9f138d3cd94d,multi physical + diffusion,GC_5102e2dbc29f,multi physical,untyped_extractive_keyword,1,1,0,0,,,TP_3241d6d8ff87,CL_12f5e5b9a1eb,GC_05203ac208f7::GC_5102e2dbc29f,host guest complexation + multi physical,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,4,1,160,3,3,,
475,TC_8beb7f1511fc,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_cf402379d512,concentration gradient,mechanism_or_process,True,False,False,3,5,4,19,IP_e121590ef3d9,GC_3c432d56645d::GC_cf402379d512,thermal gradient + concentration gradient,GC_3c432d56645d,thermal gradient,mechanism_or_process,1,1,1,0,AR_1e288c2fdddd,,IP_e121590ef3d9,TP_5fd560204a69,GC_05ff932ccf02::GC_cf402379d512,temperature dependent + concentration gradient,GC_05ff932ccf02,temperature dependent,untyped_extractive_keyword,1,1,0,0,,,TP_5fd560204a69,CL_37ff477cc300,GC_05ff932ccf02::GC_3c432d56645d,thermal gradient + temperature dependent,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,3,1,76,12,11,,
480,TC_6264d9af2b0f,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_cf402379d512,concentration gradient,mechanism_or_process,True,False,False,3,5,4,19,IP_e121590ef3d9,GC_3c432d56645d::GC_cf402379d512,thermal gradient + concentration gradient,GC_3c432d56645d,thermal gradient,mechanism_or_process,1,1,1,0,AR_1e288c2fdddd,,IP_e121590ef3d9,TP_910b3592b267,GC_bfdbe77c3dac::GC_cf402379d512,host guest + concentration gradient,GC_bfdbe77c3dac,host guest,untyped_extractive_keyword,1,1,0,0,,,TP_910b3592b267,CL_61041062fc9a,GC_3c432d56645d::GC_bfdbe77c3dac,thermal gradient + host guest,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,3,1,76,16,15,,
481,TC_76626810cc52,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_cf402379d512,concentration gradient,mechanism_or_process,True,False,False,3,5,4,19,IP_e121590ef3d9,GC_3c432d56645d::GC_cf402379d512,thermal gradient + concentration gradient,GC_3c432d56645d,thermal gradient,mechanism_or_process,1,1,1,0,AR_1e288c2fdddd,,IP_e121590ef3d9,TP_94d6e4eb4287,GC_138545480ba1::GC_cf402379d512,thermo electrochemical + concentration gradient,GC_138545480ba1,thermo electrochemical,untyped_extractive_keyword,1,1,0,0,,,TP_94d6e4eb4287,CL_b031a3613763,GC_138545480ba1::GC_3c432d56645d,thermal gradient + thermo electrochemical,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,3,2,76,17,16,,
485,TC_9ff84bfd28dc,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_cf402379d512,concentration gradient,mechanism_or_process,True,False,False,3,5,4,19,IP_e121590ef3d9,GC_3c432d56645d::GC_cf402379d512,thermal gradient + concentration gradient,GC_3c432d56645d,thermal gradient,mechanism_or_process,1,1,1,0,AR_1e288c2fdddd,,IP_e121590ef3d9,TP_c39d88b15595,GC_0877e2b76456::GC_cf402379d512,thermo electrochemical cell + concentration gradient,GC_0877e2b76456,thermo electrochemical cell,device_or_context,1,1,0,0,,,TP_c39d88b15595,CL_28a0229a5da5,GC_0877e2b76456::GC_3c432d56645d,thermal gradient + thermo electrochemical cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,3,1,76,21,20,,
568,TC_97516cfa6fea,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,False,False,27,27,71,54,IP_08c2c6710bdc,GC_3286395881b3::GC_d18c91f9affa,long term + temperature difference,GC_3286395881b3,long term,untyped_extractive_keyword,1,1,0,0,,,IP_08c2c6710bdc,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_3def779970e1,GC_3286395881b3::GC_a51be089433c,long term + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,1,3826,6,6,,
576,TC_d5cc50ed6777,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,False,False,27,27,71,54,IP_27222425ef69,GC_d18c91f9affa::GC_ffb583ea6e97,temperature difference + self healing,GC_ffb583ea6e97,self healing,untyped_extractive_keyword,1,1,0,0,,,IP_27222425ef69,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_18c7c1345ec1,GC_a51be089433c::GC_ffb583ea6e97,self healing + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,1,3826,14,14,,
578,TC_f87201458793,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,False,False,27,27,71,54,IP_2b6f3fcadc40,GC_d18c91f9affa::GC_d41af0662572,temperature difference + designed cmts/kcl/gelatin sensor,GC_d41af0662572,designed cmts/kcl/gelatin sensor,device_or_context,1,1,0,0,,,IP_2b6f3fcadc40,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_e3525c59f767,GC_a51be089433c::GC_d41af0662572,designed cmts/kcl/gelatin sensor + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,1,3826,16,16,,
604,TC_9c11526654cb,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,False,False,27,27,71,54,IP_916a1a58bd34,GC_16b42e37ba7a::GC_d18c91f9affa,open circuit + temperature difference,GC_16b42e37ba7a,open circuit,untyped_extractive_keyword,1,1,0,0,,,IP_916a1a58bd34,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_3b152d53c1fd,GC_16b42e37ba7a::GC_a51be089433c,open circuit + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,already_observed_in_TG,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,2,3826,40,40,,
609,TC_0a5d650cfad6,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,False,False,27,27,71,54,IP_a2e9f5ca343f,GC_26b93ba98a31::GC_d18c91f9affa,hydrovoltaic generator + temperature difference,GC_26b93ba98a31,hydrovoltaic generator,device_or_context,1,1,0,0,,,IP_a2e9f5ca343f,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_8cebe0614bb7,GC_26b93ba98a31::GC_a51be089433c,hydrovoltaic generator + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,1,3826,45,45,,
616,TC_27b8e73f037e,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,False,False,27,27,71,54,IP_b364b1eb77d5,GC_d18c91f9affa::GC_e8d541387314,temperature difference + temperature sensor,GC_e8d541387314,temperature sensor,device_or_context,1,1,0,0,,,IP_b364b1eb77d5,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_0d7af0d54f82,GC_a51be089433c::GC_e8d541387314,temperature sensor + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,3,3826,52,52,,
635,TC_78b0c04075a2,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,False,False,27,27,71,54,IP_f11920f26a71,GC_c521c5fe8a3b::GC_d18c91f9affa,hydrogel assembled + temperature difference,GC_c521c5fe8a3b,hydrogel assembled,untyped_extractive_keyword,1,1,0,0,,,IP_f11920f26a71,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_a087cb35c363,GC_a51be089433c::GC_c521c5fe8a3b,hydrogel assembled + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,1,3826,69,69,,
636,TC_b8d7391a9bd4,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,False,False,27,27,71,54,IP_f5162bfcc12d,GC_818f64330018::GC_d18c91f9affa,working reactivation + temperature difference,GC_818f64330018,working reactivation,untyped_extractive_keyword,1,1,0,0,,,IP_f5162bfcc12d,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_3ac7438e6278,GC_818f64330018::GC_a51be089433c,working reactivation + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,1,3826,70,70,,
