review_queue_order,audit_order,candidate_id,evidence_tier,evidence_tier_order,evidence_tier_reason,strict_syntax_supported_side,ite_side_evidence_level,tg_side_evidence_level,evidence_floor,evidence_ceiling,evidence_grade,evidence_grade_order,shared_global_concept_id,shared_label,shared_category,shared_node_focus_eligible,other_endpoints_focus_eligible,focus_eligible,shared_ite_document_frequency,shared_tg_document_frequency,shared_ite_incident_pair_degree,shared_tg_incident_pair_degree,ite_pair_id,ite_pair_key,ite_pair_label,ite_other_global_concept_id,ite_other_label,ite_other_category,ite_pair_paper_count,ite_pair_sentence_count,ite_pair_strict_syntax_relation_paper_count,ite_pair_human_confirmed_relation_paper_count,ite_strict_relation_ids,ite_human_confirmed_relation_ids,ite_authoritative_provenance_fk,tg_pair_id,tg_pair_key,tg_pair_label,tg_other_global_concept_id,tg_other_label,tg_other_category,tg_pair_paper_count,tg_pair_sentence_count,tg_pair_strict_syntax_relation_paper_count,tg_pair_human_confirmed_relation_paper_count,tg_strict_relation_ids,tg_human_confirmed_relation_ids,tg_authoritative_provenance_fk,closure_group_id,cross_endpoint_pair_key,cross_endpoint_pair,cross_endpoint_status_in_iTE,cross_endpoint_status_in_TG,human_relation_review_status,cross_paper_compatibility_status,cross_endpoint_evaluation_status,novelty_status,novelty_claim_allowed,scientific_claim_status,candidate_interpretation,minimum_relation_support,total_relation_support,minimum_human_confirmed_relation_support,total_human_confirmed_relation_support,minimum_pair_paper_count,sum_pair_paper_count,minimum_pair_sentence_count,sum_pair_sentence_count,shared_minimum_document_frequency,closure_path_count,shared_candidate_path_count,within_shared_node_support_rank,within_shared_node_tier_support_rank,focus_within_shared_node_support_rank,focus_within_shared_node_tier_support_rank,round_robin_round,review_selection_reason,selection_policy_id,review_selected
22,665,TC_22fe7482fd25,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,35,18,74,32,IP_3abcee63d338,GC_6cdb23f33c74::GC_f50bbe3cdc5d,seebeck coefficient + temperature gradient,GC_6cdb23f33c74,seebeck coefficient,outcome_or_property,3,3,0,0,,,IP_3abcee63d338,TP_3d10de20fa31,GC_71c1faf6fa71::GC_f50bbe3cdc5d,favourable electrochemical redox reaction + temperature gradient,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,1,1,1,0,AR_10561c52c88a,,TP_3d10de20fa31,CL_afbc2d188e85,GC_6cdb23f33c74::GC_71c1faf6fa71,seebeck coefficient + favourable electrochemical redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,4,1,4,18,1,2366,2,2,2,2,2,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
23,126,TC_9bed6abcd898,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_27998e08b8e3,hydration,mechanism_or_process,True,True,True,9,2,21,10,IP_99e18ee308b7,GC_27998e08b8e3::GC_7320e2b5d0b7,hydration + regulation,GC_7320e2b5d0b7,regulation,mechanism_or_process,1,1,1,0,AR_fed57ee4bc13,,IP_99e18ee308b7,TP_5a33fdd26739,GC_27998e08b8e3::GC_4a92e5f4fe38,hydration + hydrogel,GC_4a92e5f4fe38,hydrogel,material_or_structure,1,1,0,0,,,TP_5a33fdd26739,CL_2f850b49d56a,GC_4a92e5f4fe38::GC_7320e2b5d0b7,regulation + hydrogel,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,2,3,210,4,4,3,3,3,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
24,135,TC_680b93bd09d0,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_3c0cb933cdf7,ion pair,material_or_structure,True,True,True,1,1,5,3,IP_bec71a66d24d,GC_3c0cb933cdf7::GC_8ad5b453cc37,ion pair + ion diffusion,GC_8ad5b453cc37,ion diffusion,mechanism_or_process,1,1,0,0,,,IP_bec71a66d24d,TP_46ec6d90fab8,GC_3c0cb933cdf7::GC_bc536166f47d,ion pair + ionic conductivity,GC_bc536166f47d,ionic conductivity,outcome_or_property,1,1,1,0,AR_e1bc1081eee2,,TP_46ec6d90fab8,CL_9372b1f9006e,GC_8ad5b453cc37::GC_bc536166f47d,ion diffusion + ionic conductivity,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,1,3,15,3,3,3,3,3,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
25,170,TC_fcd644e05fb0,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_c4feef01a10e,GC_4a92e5f4fe38::GC_f2bba15c8a15,hydrogel + physiological temperature gradient,GC_f2bba15c8a15,physiological temperature gradient,mechanism_or_process,1,1,1,0,AR_cc07e8ae6672,,IP_c4feef01a10e,TP_69fb8a7dabe9,GC_41374fb28f21::GC_4a92e5f4fe38,redox ion + hydrogel,GC_41374fb28f21,redox ion,material_or_structure,2,3,0,0,,,TP_69fb8a7dabe9,CL_521087cb9e60,GC_41374fb28f21::GC_f2bba15c8a15,physiological temperature gradient + redox ion,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,3,1,4,21,1,9390,3,3,3,3,3,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
26,320,TC_37161d1b5d0e,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_720e69b53d5a,concentration difference,mechanism_or_process,True,True,True,1,2,5,5,IP_8836d6fae355,GC_720e69b53d5a::GC_96687fd1b877,concentration difference + anion adsorption,GC_96687fd1b877,anion adsorption,mechanism_or_process,1,1,1,0,AR_d20ee0d670a0,,IP_8836d6fae355,TP_b3aa5f6c861b,GC_5f9395c3b80a::GC_720e69b53d5a,entropy + concentration difference,GC_5f9395c3b80a,entropy,mechanism_or_process,1,1,0,0,,,TP_b3aa5f6c861b,CL_078b8bf4a739,GC_5f9395c3b80a::GC_96687fd1b877,anion adsorption + entropy,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,1,1,25,5,5,3,3,3,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
27,357,TC_05a1b53fefd1,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_9f138d3cd94d,diffusion,mechanism_or_process,True,True,True,11,4,23,7,IP_74c7586b48eb,GC_05203ac208f7::GC_9f138d3cd94d,host guest complexation + diffusion,GC_05203ac208f7,host guest complexation,mechanism_or_process,1,1,1,0,AR_281e7aa7d45f,,IP_74c7586b48eb,TP_5a7e804a371e,GC_9f138d3cd94d::GC_eac622c16e4b,diffusion + diffusion transport,GC_eac622c16e4b,diffusion transport,mechanism_or_process,1,1,0,0,,,TP_5a7e804a371e,CL_a620f7b065a1,GC_05203ac208f7::GC_eac622c16e4b,host guest complexation + diffusion transport,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,4,1,160,4,4,3,3,3,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
28,467,TC_a0efc39343d1,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_cf402379d512,concentration gradient,mechanism_or_process,True,True,True,3,5,4,19,IP_65f0dc35cbaf,GC_cf402379d512::GC_d0f1f045dc61,concentration gradient + thermal voltage,GC_d0f1f045dc61,thermal voltage,outcome_or_property,1,1,0,0,,,IP_65f0dc35cbaf,TP_671a0fd969af,GC_6624fb8cc64b::GC_cf402379d512,temperature dependent host guest interaction + concentration gradient,GC_6624fb8cc64b,temperature dependent host guest interaction,mechanism_or_process,1,1,1,0,AR_9ff4ef61c8a8,,TP_671a0fd969af,CL_d7dea3a56a36,GC_6624fb8cc64b::GC_d0f1f045dc61,thermal voltage + temperature dependent host guest interaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,3,1,76,4,3,4,3,3,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
29,597,TC_996b4bdc58f8,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_7d62585397af,GC_21faa67da1fd::GC_d18c91f9affa,conversion + temperature difference,GC_21faa67da1fd,conversion,mechanism_or_process,2,2,0,0,,,IP_7d62585397af,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_5a97097b0729,GC_21faa67da1fd::GC_a51be089433c,conversion + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,3,1,3,27,1,3826,3,3,3,3,3,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
30,648,TC_1af4f00b74b0,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_f22b98b878db,entropy difference,mechanism_or_process,True,True,True,1,4,3,13,IP_ed0e290d0639,GC_4a92e5f4fe38::GC_f22b98b878db,hydrogel + entropy difference,GC_4a92e5f4fe38,hydrogel,material_or_structure,1,1,0,0,,,IP_ed0e290d0639,TP_0df90ce39775,GC_c66d2ca12074::GC_f22b98b878db,amphiphilic network + entropy difference,GC_c66d2ca12074,amphiphilic network,material_or_structure,1,1,1,0,AR_67420f8ca50e,,TP_0df90ce39775,CL_7a109fd3c874,GC_4a92e5f4fe38::GC_c66d2ca12074,hydrogel + amphiphilic network,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,1,2,38,3,3,3,3,3,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
31,652,TC_6a526ca41ab4,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,35,18,74,32,IP_14413597f5ec,GC_4b155e3c784d::GC_f50bbe3cdc5d,thermoelectric conversion + temperature gradient,GC_4b155e3c784d,thermoelectric conversion,mechanism_or_process,2,2,0,0,,,IP_14413597f5ec,TP_3d10de20fa31,GC_71c1faf6fa71::GC_f50bbe3cdc5d,favourable electrochemical redox reaction + temperature gradient,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,1,1,1,0,AR_10561c52c88a,,TP_3d10de20fa31,CL_081c4e308b7a,GC_4b155e3c784d::GC_71c1faf6fa71,thermoelectric conversion + favourable electrochemical redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,3,1,3,18,1,2366,3,3,3,3,3,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
32,130,TC_710d9b6fe99f,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_27998e08b8e3,hydration,mechanism_or_process,True,True,True,9,2,21,10,IP_99e18ee308b7,GC_27998e08b8e3::GC_7320e2b5d0b7,hydration + regulation,GC_7320e2b5d0b7,regulation,mechanism_or_process,1,1,1,0,AR_fed57ee4bc13,,IP_99e18ee308b7,TP_c2bf5e884dc9,GC_27998e08b8e3::GC_f7553cd07f36,hydration + hydrogel electrolyte,GC_f7553cd07f36,hydrogel electrolyte,material_or_structure,1,1,0,0,,,TP_c2bf5e884dc9,CL_a0258e55dbfa,GC_7320e2b5d0b7::GC_f7553cd07f36,regulation + hydrogel electrolyte,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,2,2,210,8,8,4,4,4,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
33,144,TC_4108539da90c,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_c4feef01a10e,GC_4a92e5f4fe38::GC_f2bba15c8a15,hydrogel + physiological temperature gradient,GC_f2bba15c8a15,physiological temperature gradient,mechanism_or_process,1,1,1,0,AR_cc07e8ae6672,,IP_c4feef01a10e,TP_14caa43303e4,GC_3cb102b9bb3d::GC_4a92e5f4fe38,normalized power density + hydrogel,GC_3cb102b9bb3d,normalized power density,outcome_or_property,2,2,0,0,,,TP_14caa43303e4,CL_64ee3a2f7d79,GC_3cb102b9bb3d::GC_f2bba15c8a15,physiological temperature gradient + normalized power density,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,3,1,3,21,1,9390,4,4,4,4,4,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
34,358,TC_c03ded8ce617,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_9f138d3cd94d,diffusion,mechanism_or_process,True,True,True,11,4,23,7,IP_74c7586b48eb,GC_05203ac208f7::GC_9f138d3cd94d,host guest complexation + diffusion,GC_05203ac208f7,host guest complexation,mechanism_or_process,1,1,1,0,AR_281e7aa7d45f,,IP_74c7586b48eb,TP_a2f3b8618ead,GC_9f138d3cd94d::GC_c5590b164e57,diffusion + migration,GC_c5590b164e57,migration,mechanism_or_process,1,1,0,0,,,TP_a2f3b8618ead,CL_8385211aff48,GC_05203ac208f7::GC_c5590b164e57,host guest complexation + migration,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,4,1,160,5,5,4,4,4,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
35,468,TC_81a6b928bc0a,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_cf402379d512,concentration gradient,mechanism_or_process,True,True,True,3,5,4,19,IP_83b8328fd966,GC_66d6df87fd51::GC_cf402379d512,different cation + concentration gradient,GC_66d6df87fd51,different cation,material_or_structure,1,1,0,0,,,IP_83b8328fd966,TP_671a0fd969af,GC_6624fb8cc64b::GC_cf402379d512,temperature dependent host guest interaction + concentration gradient,GC_6624fb8cc64b,temperature dependent host guest interaction,mechanism_or_process,1,1,1,0,AR_9ff4ef61c8a8,,TP_671a0fd969af,CL_898d0a95c89a,GC_6624fb8cc64b::GC_66d6df87fd51,different cation + temperature dependent host guest interaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,3,1,76,5,4,5,4,4,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
36,622,TC_cf8a1271e2ee,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_cc74de7b43ca,GC_118af0040619::GC_d18c91f9affa,thermopower + temperature difference,GC_118af0040619,thermopower,outcome_or_property,2,2,0,0,,,IP_cc74de7b43ca,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_3f9bfbbd268f,GC_118af0040619::GC_a51be089433c,thermopower + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,3,1,3,27,3,3826,4,4,4,4,4,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
37,698,TC_911aa37fb6af,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,35,18,74,32,IP_a9d2ed6ffe5a,GC_e7888ba5e114::GC_f50bbe3cdc5d,ionogel + temperature gradient,GC_e7888ba5e114,ionogel,material_or_structure,2,2,0,0,,,IP_a9d2ed6ffe5a,TP_3d10de20fa31,GC_71c1faf6fa71::GC_f50bbe3cdc5d,favourable electrochemical redox reaction + temperature gradient,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,1,1,1,0,AR_10561c52c88a,,TP_3d10de20fa31,CL_f88e4fd66a53,GC_71c1faf6fa71::GC_e7888ba5e114,ionogel + favourable electrochemical redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,3,1,3,18,1,2366,4,4,4,4,4,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
38,131,TC_1f47350504f0,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_27998e08b8e3,hydration,mechanism_or_process,True,True,True,9,2,21,10,IP_99e18ee308b7,GC_27998e08b8e3::GC_7320e2b5d0b7,hydration + regulation,GC_7320e2b5d0b7,regulation,mechanism_or_process,1,1,1,0,AR_fed57ee4bc13,,IP_99e18ee308b7,TP_e91e48ec3c5b,GC_27998e08b8e3::GC_6b48cf2a30d2,hydration + redox entropy difference,GC_6b48cf2a30d2,redox entropy difference,mechanism_or_process,1,1,0,0,,,TP_e91e48ec3c5b,CL_cfdb0a859a44,GC_6b48cf2a30d2::GC_7320e2b5d0b7,regulation + redox entropy difference,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,2,1,210,9,9,5,5,5,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
39,145,TC_fba0dc29941c,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_c4feef01a10e,GC_4a92e5f4fe38::GC_f2bba15c8a15,hydrogel + physiological temperature gradient,GC_f2bba15c8a15,physiological temperature gradient,mechanism_or_process,1,1,1,0,AR_cc07e8ae6672,,IP_c4feef01a10e,TP_14cb2810f946,GC_4a92e5f4fe38::GC_faa270044b11,hydrogel + normalized power,GC_faa270044b11,normalized power,outcome_or_property,2,2,0,0,,,TP_14cb2810f946,CL_681d0f053850,GC_f2bba15c8a15::GC_faa270044b11,physiological temperature gradient + normalized power,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,3,1,3,21,1,9390,5,5,5,5,5,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
40,359,TC_e8ea0c0e2796,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_9f138d3cd94d,diffusion,mechanism_or_process,True,True,True,11,4,23,7,IP_74c7586b48eb,GC_05203ac208f7::GC_9f138d3cd94d,host guest complexation + diffusion,GC_05203ac208f7,host guest complexation,mechanism_or_process,1,1,1,0,AR_281e7aa7d45f,,IP_74c7586b48eb,TP_be289167c30d,GC_8fad6de82bba::GC_9f138d3cd94d,diffusion coefficient + diffusion,GC_8fad6de82bba,diffusion coefficient,outcome_or_property,1,1,0,0,,,TP_be289167c30d,CL_13bdfb1aedb2,GC_05203ac208f7::GC_8fad6de82bba,host guest complexation + diffusion coefficient,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,4,1,160,6,6,5,5,5,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
41,469,TC_ddd070e74221,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_cf402379d512,concentration gradient,mechanism_or_process,True,True,True,3,5,4,19,IP_e121590ef3d9,GC_3c432d56645d::GC_cf402379d512,thermal gradient + concentration gradient,GC_3c432d56645d,thermal gradient,mechanism_or_process,1,1,1,0,AR_1e288c2fdddd,,IP_e121590ef3d9,TP_030d6b63871b,GC_cf402379d512::GC_d55ff41c1e96,concentration gradient + activity coefficient,GC_d55ff41c1e96,activity coefficient,outcome_or_property,1,1,0,0,,,TP_030d6b63871b,CL_ece5ca83290d,GC_3c432d56645d::GC_d55ff41c1e96,thermal gradient + activity coefficient,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,3,1,76,6,5,6,5,5,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
