relation_id,edge_id,edge_type,analysis_layer,paper_id,doi,title,sentence_id,evidence_sentence,source_global_concept_id,source_label,source_node_id,predicate_surface,predicate_normalized,target_global_concept_id,target_label,target_node_id,pair_id,pair_key,assertion_status,risk_reasons,strict_syntax_eligible,semantic_verdict,direct_sentence_entailment,claim_context,human_confirmation_status,review_basis,decision_rationale,edge_state,directed,graph_eligible,production_graph_eligible,graph_edge_status
AR_c545a9513b96,AR_c545a9513b96,direct_relation_candidate_audit,TG,P0094,10.1039/d0se00440e,"A fundamental study of the thermoelectrochemistry of ferricyanide/ferrocyanide: cation, concentration, ratio, and heterogeneous and homogeneous electrocatalysis effects in thermogalvanic cells",10,Addition of CsCl was able to boost the maximum power output by uptoca.,GC_cfef2b6497cd,cscl,LN_e08242d73cf5,boost,boost,GC_09c84fb5d355,maximum power,LN_6253a6eed55f,TP_b3d553d8a56c,GC_09c84fb5d355::GC_cfef2b6497cd,purpose_or_design,,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_75d3d0033e36,AR_75d3d0033e36,direct_relation_candidate_audit,TG,P0103,10.1016/j.jelechem.2020.114280,Thermogalvanic cells: A side-by-side comparison of measurement methods,3,"Recently, so-called temperature-difference 'normalised' power outputs have been reported; the power output is divided by the square of the temperature difference to yield temperature-insensitive power output values.",GC_d18c91f9affa,temperature difference,LN_0f6d9cc28a72,yield,yield,GC_960b80cb60b1,temperature insensitive power,LN_0e4dfc737c51,TP_199f7605d733,GC_960b80cb60b1::GC_d18c91f9affa,purpose_or_design,,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_304cdecbefd2,AR_304cdecbefd2,direct_relation_candidate_audit,TG,P0107,10.1016/j.elecom.2019.03.007,Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells,4,"Both methods of introducing the gold nanoparticles result in an apparent electrocatalytic improvement, as demonstrated by significant decreases in the electron transfer resistance.",GC_72dc5cf47757,gold nanoparticle,LN_1b1bd9519446,decreases,decrease,GC_1db0c6881d49,electron transfer,LN_f634199f4779,TP_f46277e3f3ab,GC_1db0c6881d49::GC_72dc5cf47757,observed_assertion,risk_nominal_predicate; risk_cross_clause; risk_other_predicate_between_endpoints; risk_long_endpoint_gap,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_3cd50967ca04,AR_3cd50967ca04,direct_relation_candidate_audit,TG,P0107,10.1016/j.elecom.2019.03.007,Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells,4,"Both methods of introducing the gold nanoparticles result in an apparent electrocatalytic improvement, as demonstrated by significant decreases in the electron transfer resistance.",GC_72dc5cf47757,gold nanoparticle,LN_1b1bd9519446,result in,result_in,GC_1db0c6881d49,electron transfer,LN_f634199f4779,TP_f46277e3f3ab,GC_1db0c6881d49::GC_72dc5cf47757,observed_assertion,risk_cross_clause; risk_other_predicate_between_endpoints; risk_long_endpoint_gap,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_9e49e0813ec1,AR_9e49e0813ec1,direct_relation_candidate_audit,TG,P0109,10.1021/acsenergylett.9b00944,Powerful Thermogalvanic Cells Based on a Reversible Hydrogen Electrode and Gas-Containing Electrolytes,4,We choose the rapid H-2/H+ redox reaction that generates H-2 gas at the hot electrode while consuming it at the cool electrode.,GC_4b258d6f5671,rapid h 2/h+ redox reaction,LN_860d7a8c592c,generates,generate,GC_e998988ab136,hot electrode,LN_c478838dae26,TP_f7730f01f0f7,GC_4b258d6f5671::GC_e998988ab136,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_1bad249977ad,AR_1bad249977ad,direct_relation_candidate_audit,TG,P0112,10.1016/j.electacta.2018.05.164,Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,2,"In addition to the characteristic Seebeck coefficient of -1.21 mV K-1, the pseudocapacitive property of the ferrocyanide/ferricyanide redox couple endows the device with a high area-specific capacitance of 13 F cm(-2) which finally leads to high thermally induced energy storage density.",GC_aa2b3acd04e0,pseudocapacitive property,LN_63b29d4c192e,leads to,lead_to,GC_607c32c1ad00,induced energy storage density,LN_22bbcf261d50,TP_66f5bc786b65,GC_607c32c1ad00::GC_aa2b3acd04e0,observed_assertion,risk_long_endpoint_gap,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_e789f5f199ec,AR_e789f5f199ec,direct_relation_candidate_audit,TG,P0127,10.1149/1.1837047,"Power conversion efficiency, electrode separation, and overpotential in the ferricyanide/ferrocyonide thermogalvanic cell",7,Mass transport does not limit the cell current because of the beneficial convection caused by the ''cold-above-hot'' electrode configuration.,GC_a1699d56d371,mass transport,LN_52dd9b2911b7,limit,limit,GC_74a4299186a5,cell current,LN_5d6059ec967a,TP_6fd494bc6877,GC_74a4299186a5::GC_a1699d56d371,negated,,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_1ab583e12bdb,AR_1ab583e12bdb,direct_relation_candidate_audit,TG,P0128,10.1149/1.2048394,THE POWER CONVERSION EFFICIENCIES OF A THERMOGALVANIC CELL OPERATED IN 3 DIFFERENT ORIENTATIONS,6,It was concluded that the horizontal electrode orientation with the cold above the hot electrode and the vertical electrode orientation provide the best convective arrangements for continuous power production.,GC_aeb1b00e7079,vertical electrode,LN_ce0e808b800d,provide,provide,GC_9d46497b7433,continuous power,LN_e578e5eeb565,TP_ee742d9543fb,GC_9d46497b7433::GC_aeb1b00e7079,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_7c9200af94b5,AR_7c9200af94b5,direct_relation_candidate_audit,TG,P0155,10.1093/nsr/nwaf518,3D printable shape-customized hydrogel thermocells,2,"However, mismatched contact surfaces between bulk hydrogel thermocells and complex heat-source geometries often lead to poor heat utilization and reduced conversion efficiency.",GC_80168006b150,bulk hydrogel,LN_051cb2064b1f,lead to,lead_to,GC_449d5f69cb00,reduced conversion,LN_074f3df8f15d,TP_56619853d5bf,GC_449d5f69cb00::GC_80168006b150,observed_assertion,risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_d18504ef4ab0,AR_d18504ef4ab0,direct_relation_candidate_audit,TG,P0155,10.1093/nsr/nwaf518,3D printable shape-customized hydrogel thermocells,5,"Nonvolatile deep eutectic solvents in the photopolymer ink precursors form robust eutectogel networks through ultraviolet-initiated polymerization, ensuring high structural fidelity (down to 130 mu m).",GC_ca0e9aaf82f2,nonvolatile deep eutectic solvent,LN_267a6876be7d,form,form,GC_82ec4743fdbe,robust eutectogel network,LN_545a72f16a6b,TP_3072bc015b6f,GC_82ec4743fdbe::GC_ca0e9aaf82f2,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_dd9168604b21,AR_dd9168604b21,direct_relation_candidate_audit,TG,P0160,10.1039/d5sc00892a,A non-isothermal water formation cell for electrochemical heat recovery,4,"Under standard conditions, its positive entropy change enables the interconversion of nearly 30% of surrounding heat into electrical energy, resulting in a thermodynamic efficiency greater than unity.",GC_61c8cee6e0bf,positive entropy,LN_04d12c303efe,enables,enable,GC_cf8751c26bb6,thermodynamic efficiency,LN_f1cda11e6deb,TP_5afc8d13a180,GC_61c8cee6e0bf::GC_cf8751c26bb6,observed_assertion,risk_cross_clause; risk_long_endpoint_gap,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_b3aa64f6abb1,AR_b3aa64f6abb1,direct_relation_candidate_audit,TG,P0167,10.1002/smll.202401427,Wearable Device with High Thermoelectric Performance and Long-Lasting Usability Based on Gel-Thermocells for Body Heat Harvesting,7,"The coordination of carboxyl groups on PAA with Fe3+ and the crystallization induced by Gdm(+) with [Fe(CN)(6)](4-) remarkably improve the thermoelectric performance, achieving a Seebeck coefficient (S) of 2.4 mV K-1 and ion conductivity (sigma) of 1.4 S m(-1) for the n-type TEC, and -2.8 mV K-1 and 1.9 S m(-1) for the p-type TEC.",GC_55da0e25a007,crystallization,LN_4b658f8614af,improve,improve,GC_6cdb23f33c74,seebeck coefficient,LN_ccd3eb53d5e7,TP_358471113959,GC_55da0e25a007::GC_6cdb23f33c74,observed_assertion,risk_cross_clause,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_23af37a7f0bf,AR_23af37a7f0bf,direct_relation_candidate_audit,TG,P0172,10.1039/d6sc03942a,Engineering asymmetric solvation structures for synergistically boosted quasi-solid thermocells,2,"Introducing a single solvent into hydrogel electrolytes, a common strategy to enhance thermopower, often yields a marginal solvation entropy difference between redox ions and provides limited gains in ion transport.",GC_f7553cd07f36,hydrogel electrolyte,LN_2c5e4280419c,enhance,enhance,GC_c1c27d3e68b4,marginal solvation entropy difference,LN_898a44f3f01e,TP_4bfb2539795c,GC_c1c27d3e68b4::GC_f7553cd07f36,purpose_or_design,risk_cross_clause; risk_other_predicate_between_endpoints,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_41dc90b5f3a5,AR_41dc90b5f3a5,direct_relation_candidate_audit,TG,P0172,10.1039/d6sc03942a,Engineering asymmetric solvation structures for synergistically boosted quasi-solid thermocells,2,"Introducing a single solvent into hydrogel electrolytes, a common strategy to enhance thermopower, often yields a marginal solvation entropy difference between redox ions and provides limited gains in ion transport.",GC_f7553cd07f36,hydrogel electrolyte,LN_2c5e4280419c,yields,yield,GC_c1c27d3e68b4,marginal solvation entropy difference,LN_898a44f3f01e,TP_4bfb2539795c,GC_c1c27d3e68b4::GC_f7553cd07f36,observed_assertion,risk_cross_clause; risk_other_predicate_between_endpoints,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_a204336fdb88,AR_a204336fdb88,direct_relation_candidate_audit,TG,P0172,10.1039/d6sc03942a,Engineering asymmetric solvation structures for synergistically boosted quasi-solid thermocells,4,"This approach synergistically enlarges solvation entropy differences of redox ions, amplifies the concentration gradient across the thermocell, and enhances redox ion transport through the hydrogel network.",GC_cf402379d512,concentration gradient,LN_273c9e5c97c9,enhances,enhance,GC_e9cefeab69ae,redox ion transport,LN_0b3d024785e9,TP_bddbdc654c07,GC_cf402379d512::GC_e9cefeab69ae,observed_assertion,risk_cross_clause; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_ed003ed60562,AR_ed003ed60562,direct_relation_candidate_audit,TG,P0172,10.1039/d6sc03942a,Engineering asymmetric solvation structures for synergistically boosted quasi-solid thermocells,2,"Introducing a single solvent into hydrogel electrolytes, a common strategy to enhance thermopower, often yields a marginal solvation entropy difference between redox ions and provides limited gains in ion transport.",GC_c1c27d3e68b4,marginal solvation entropy difference,LN_898a44f3f01e,provides,provide,GC_c2d00d7f1242,ion transport,LN_e02b203feff5,TP_a727d7e56079,GC_c1c27d3e68b4::GC_c2d00d7f1242,observed_assertion,risk_coordinated_inherited_subject,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_4904b845024d,AR_4904b845024d,direct_relation_candidate_audit,TG,P0185,10.1002/adfm.202201021,Anti-Fatigue and Highly Conductive Thermocells for Continuous Electricity Generation,2,"Distinct from existing batteries relying on periodic recharging, thermocells added with thermogalvanic ions are a promising candidate because they enable continuous electricity generation through redox reactions driven by ubiquitous waste heat.",GC_4e7b45cbe60d,thermogalvanic ion,LN_6461ac9a202b,enable,enable,GC_dad97d797387,redox reaction,LN_13114a75157e,TP_32df6b43c115,GC_4e7b45cbe60d::GC_dad97d797387,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_ed80755c2887,AR_ed80755c2887,direct_relation_candidate_audit,TG,P0185,10.1002/adfm.202201021,Anti-Fatigue and Highly Conductive Thermocells for Continuous Electricity Generation,6,"Compared with existing quasi-solid thermocells with disordered nano-networks, there are approximate to 1790-fold and 5-fold increases in the mechanical toughness and ionic conductivity, respectively.",GC_4e79f38fc5f0,disordered nano network,LN_2da659327778,increases,increase,GC_bc536166f47d,ionic conductivity,LN_59643f29af8f,TP_196b72798b18,GC_4e79f38fc5f0::GC_bc536166f47d,observed_assertion,risk_nominal_predicate; risk_cross_clause; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_3606dea63ec9,AR_3606dea63ec9,direct_relation_candidate_audit,TG,P0192,10.1016/j.nanoen.2016.11.014,High thermopower of ferri/ferrocyanide redox couple in organic-water solutions,5,"The addition causes a significant rearrangement of the solvation shell, which leads to an increase in the entropy change of the overall redox system and thus an increase in the electrochemical thermopower.",GC_5f9395c3b80a,entropy,LN_b26f52a5bd6b,increase,increase,GC_92175115ea84,electrochemical thermopower,LN_7817fb0cfa0b,TP_95f08770b7da,GC_5f9395c3b80a::GC_92175115ea84,observed_assertion,risk_nominal_predicate; risk_coordinated_inherited_subject; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_5aaaf881fbb0,AR_5aaaf881fbb0,direct_relation_candidate_audit,TG,P0192,10.1016/j.nanoen.2016.11.014,High thermopower of ferri/ferrocyanide redox couple in organic-water solutions,5,"The addition causes a significant rearrangement of the solvation shell, which leads to an increase in the entropy change of the overall redox system and thus an increase in the electrochemical thermopower.",GC_7fd8c2696d32,solvation,LN_9131c4fde17c,leads to,lead_to,GC_5f9395c3b80a,entropy,LN_b26f52a5bd6b,TP_2dc81d025ee2,GC_5f9395c3b80a::GC_7fd8c2696d32,observed_assertion,risk_cross_clause; risk_other_predicate_between_endpoints; risk_coordinated_inherited_subject,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_5c5aa8a6d881,AR_5c5aa8a6d881,direct_relation_candidate_audit,TG,P0192,10.1016/j.nanoen.2016.11.014,High thermopower of ferri/ferrocyanide redox couple in organic-water solutions,5,"The addition causes a significant rearrangement of the solvation shell, which leads to an increase in the entropy change of the overall redox system and thus an increase in the electrochemical thermopower.",GC_7fd8c2696d32,solvation,LN_9131c4fde17c,increase,increase,GC_5f9395c3b80a,entropy,LN_b26f52a5bd6b,TP_2dc81d025ee2,GC_5f9395c3b80a::GC_7fd8c2696d32,purpose_or_design,risk_nominal_predicate; risk_cross_clause; risk_other_predicate_between_endpoints; risk_coordinated_inherited_subject,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
