relation_id,paper_id,domain,subject_mention_id,object_mention_id,raw_predicate,assertion_type,direction,claim_id,quote,limitations,joint_factor_group,condition_annotation_status,semantic_review_status,graph_status,reconstruction_run_id
TG:P0146:r001,P0146,TG,TG:P0146:n1,TG:P0146:n2,improves,author_claim,subject_to_object_as_exported,TG:P0146:claim_block,"Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 多阳离子—阴离子相互作用不能直接等同 iTE 样本中的阴离子主导 multi-ion coupling。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0146:r002,P0146,TG,TG:P0146:n1,TG:P0146:n3,improves,author_claim,subject_to_object_as_exported,TG:P0146:claim_block,"Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 多阳离子—阴离子相互作用不能直接等同 iTE 样本中的阴离子主导 multi-ion coupling。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0146:r003,P0146,TG,TG:P0146:n1,TG:P0146:n4,improves,author_claim,subject_to_object_as_exported,TG:P0146:claim_block,"Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 多阳离子—阴离子相互作用不能直接等同 iTE 样本中的阴离子主导 multi-ion coupling。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0141:r001,P0141,TG,TG:P0141:n1,TG:P0141:n2,proposed to enhance,hypothesis,subject_to_object_as_exported,TG:P0141:claim_block,"Within this context, the proposal of hybridizing electron-type and ion-type materials emerges as an innovative approach aimed at enhancing performance.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 综述中的提议，非本篇实测机制；performance 未明确指标，不强填 Seebeck。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0268:r001,P0268,TG,TG:P0268:n1,TG:P0268:n5,substitution produces,author_claim,subject_to_object_as_exported,TG:P0268:claim_block,"A universal negative offset in the thermopower is observed when substituting the conventional Cu foil by carbon-based paper (CBP) electrodes. This is attributed to the electrolyte infiltration and strong cation restriction on the CBP electrodes, which facilitates anion thermodiffusion.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 渗入与阳离子限制的联合归因保留在原文；不强拆其独立贡献。阳离子限制不等于阴离子固定。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0268:r002,P0268,TG,TG:P0268:n3,TG:P0268:n4,facilitates,author_claim,subject_to_object_as_exported,TG:P0268:claim_block,"A universal negative offset in the thermopower is observed when substituting the conventional Cu foil by carbon-based paper (CBP) electrodes. This is attributed to the electrolyte infiltration and strong cation restriction on the CBP electrodes, which facilitates anion thermodiffusion.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 渗入与阳离子限制的联合归因保留在原文；不强拆其独立贡献。阳离子限制不等于阴离子固定。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0267:r001,P0267,TG,TG:P0267:n2,TG:P0267:n3,facilitates with copper electrodes,author_claim,subject_to_object_as_exported,TG:P0267:claim_block,"Crucially, the i-TE system achieves continuous current output when equipped with copper electrodes, facilitated by the redox reaction involving Cu/Cu2+, and maintains stable long-term outputs across a range of resistances from 1 k Omega to 1 M Omega.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 电极反应支持持续电流；不等同反应熵主导的 thermogalvanic 电压来源。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0175:r001,P0175,TG,TG:P0175:n1,TG:P0175:n2,drives,author_claim,subject_to_object_as_exported,TG:P0175:claim_block,"Unlike conventional thermogalvanic cells, the current in our system arises from a reversible redox reaction driven by ionic thermodiffusion-induced thermal potentials.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 保留驱动方向：热扩散电势驱动氧化还原，不倒置成反应熵产生全部电势。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0175:r002,P0175,TG,TG:P0175:n2,TG:P0175:n3,generates,author_claim,subject_to_object_as_exported,TG:P0175:claim_block,"Unlike conventional thermogalvanic cells, the current in our system arises from a reversible redox reaction driven by ionic thermodiffusion-induced thermal potentials.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 保留驱动方向：热扩散电势驱动氧化还原，不倒置成反应熵产生全部电势。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0201:r001,P0201,TG,TG:P0201:n2,TG:P0201:n3,described by this perspective as including,author_claim,subject_to_object_as_exported,TG:P0201:claim_block,"In this perspective article, we discuss similarities and differences of i-TE materials from electronic-based thermoelectric materials and also different i-TE thermoelectric effects including the thermodiffusion (Soret) effect and the thermogalvanic effect, in which the latter includes redox reaction entropy and the Soret effect.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 综述概念性陈述，不和原始实验机制证据等权；Soret 同义依据在此句明确给出。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0201:r002,P0201,TG,TG:P0201:n2,TG:P0201:n4,described by this perspective as including,author_claim,subject_to_object_as_exported,TG:P0201:claim_block,"In this perspective article, we discuss similarities and differences of i-TE materials from electronic-based thermoelectric materials and also different i-TE thermoelectric effects including the thermodiffusion (Soret) effect and the thermogalvanic effect, in which the latter includes redox reaction entropy and the Soret effect.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 综述概念性陈述，不和原始实验机制证据等权；Soret 同义依据在此句明确给出。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0142:r001,P0142,TG,TG:P0142:n2,TG:P0142:n3,drives,author_claim,subject_to_object_as_exported,TG:P0142:claim_block,"By tailoring the synergistic coordination between Fe2+/Fe3+ redox couples and carboxyl (& horbar;COOH) groups in the polymer network, the gel functions as a thermogalvanic electrolyte, and its voltage generation is driven by temperature-dependent redox reactions of Fe2+/Fe3+.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. coordination 与反应熵变化之间没有明确证据，不补边。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0159:r001,P0159,TG,TG:P0159:n1,TG:P0159:n2,undergoes,author_claim,subject_to_object_as_exported,TG:P0159:claim_block,"The ionic liquid undergoes a phase transition from solid to liquid in cold and hot regions, significantly improving performance without requiring additional components or complex processing.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 固液相变可以有 phase transition 上位概念，但不等于水凝胶体积相变，不补熵差。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0159:r002,P0159,TG,TG:P0159:n2,TG:P0159:n3,improves,author_claim,subject_to_object_as_exported,TG:P0159:claim_block,"The ionic liquid undergoes a phase transition from solid to liquid in cold and hot regions, significantly improving performance without requiring additional components or complex processing.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 固液相变可以有 phase transition 上位概念，但不等于水凝胶体积相变，不补熵差。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0176:r001,P0176,TG,TG:P0176:n2,TG:P0176:n3,enhances,author_claim,subject_to_object_as_exported,TG:P0176:claim_block,"This study, grounded in the Gutmann donor theory for anion doping, demonstrates four universal configurations of structural reconfiguration in anion/cation clusters within ternary ionogels to progressively enhance anionic transport heat.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. transport heat 不能未经温度与定义转换直接合并成 transport entropy。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0247:r001,P0247,TG,TG:P0247:n1,TG:P0247:n2,enhances,author_claim,subject_to_object_as_exported,TG:P0247:claim_block,Mechanistic studies reveal that optimized ionic interactions enhance thermal diffusion and elevate the Seebeck coefficient to 4.1 mV K-1.,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. ionic interactions 过于宽泛；不能细化为氢键、配位或离子对。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0247:r002,P0247,TG,TG:P0247:n1,TG:P0247:n3,elevates,author_claim,subject_to_object_as_exported,TG:P0247:claim_block,Mechanistic studies reveal that optimized ionic interactions enhance thermal diffusion and elevate the Seebeck coefficient to 4.1 mV K-1.,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. ionic interactions 过于宽泛；不能细化为氢键、配位或离子对。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0163:r001,P0163,TG,TG:P0163:n1,TG:P0163:n2,can enable,author_claim,subject_to_object_as_exported,TG:P0163:claim_block,"The ionic thermocell adhered directly to the photovoltaic panel consists the pi-type multi-channels, electrodes and p/n-type redox electrolytes flowing in multi-channels, which can simultaneously cool photovoltaic panel and output electric energy for waste heat harvesting.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 器件结构／流动层面的机制，不从背景推断溶剂化细节；其定量性能涉及数值模型。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0163:r002,P0163,TG,TG:P0163:n1,TG:P0163:n3,can enable,author_claim,subject_to_object_as_exported,TG:P0163:claim_block,"The ionic thermocell adhered directly to the photovoltaic panel consists the pi-type multi-channels, electrodes and p/n-type redox electrolytes flowing in multi-channels, which can simultaneously cool photovoltaic panel and output electric energy for waste heat harvesting.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 器件结构／流动层面的机制，不从背景推断溶剂化细节；其定量性能涉及数值模型。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0197:r001,P0197,TG,TG:P0197:n1,TG:P0197:n2,confines,author_claim,subject_to_object_as_exported,TG:P0197:claim_block,"The abundant functional groups on PACS confine free H2O molecules to the polymer network, forming polar corona, reducing the volume of thermally diffused ions, and enabling rapid conduction of lithium ions (Li+) in unsaturated coordination.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. polar corona 等作者术语原样保留；并列分句不强造严格逐级因果。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
